PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Permeability,Analysis Comment,Compound QC
563,363677832,1261822,CC1=CC(=C2C(=C1)C(=CC(=N2)C3=CC=CC=N3)C(=O)NC4=CC=C(C=C4)S(=O)(=O)NC5=C(C(=NO5)C)C)C,Active,,,,High,240.31,class = 0,QC'ed NCATS
564,363677847,5311424,CC[C@@H](C1=CC=CC=C1)NC(=O)C2=C(C(=NC3=CC=CC=C32)C4=CC=CC=C4)O,Active,,,,High,297.55,class = 0,QC'ed NCATS
565,363677875,9869276,C1CN(CCN1)CC(CN2C3=C(C=C(C=C3)Br)C4=C2C=CC(=C4)Br)F,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
566,363677940,16195554,C1=CC=C(C=C1)C2=C/C(=C\C3=CC=C(O3)C4=CC=C(C=C4)[N+](=O)[O-])/C(=O)N2C5=CC=C(C=C5)C(=O)O,Active,,,,Moderate,34.32,class = 1,QC'ed NCATS
567,363678001,5311096,C1CC(CCC1CCN2CCC3=C(C2)C=CC(=C3)C#N)NC(=O)C4=CC=NC5=CC=CC=C45,Active,,,,High,>1000,class = 0,QC'ed NCATS
568,363678023,44402523,C1=CC(=CC=C1/C=C/C(=O)NC2=C(C=C(C=C2)C3=NC4=C(O3)C=CC(=C4)CC(=O)O)F)Br,Inactive,,,,Low,6.63,class = 1,QC'ed NCATS
569,363678054,1791111,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)NC(=S)NC(=O)COC3=C(C=C(C=C3)Br)Cl)C,Active,,,,High,457.39,class = 0,QC'ed NCATS
570,363678072,91623360,CN1CCN(CC1)C2=C(C=C(C=C2)C3=CC=CC(=C3)CN4CCOCC4)NC(=O)C5=CNC(=O)C=C5C(F)(F)F,Inactive,,,,Low,3.88,class = 1,QC'ed NCATS
571,363678073,90094283,CCN(CCN(C)C)C(=O)CNCC1=NC=CC(=C1)C(=O)OCC,Active,,,,Moderate,40.4,class = 1,QC'ed NCATS
572,363678075,46192505,CCNC(=O)NC1=NC=C(S1)C2=CC(=NC(=N2)C3=NC=CN=C3)C4=C(C=C(C=C4C)OC)C,Active,,,,High,762.43,class = 0,QC'ed NCATS
573,384569044,131955127,C1CC1CC2=C(C(=NN2C3=NC(=CS3)C(=O)O)C4=CC=CC(=C4)C5=CC=CC=C5)CC6=CC=C(C=C6)S(=O)(=O)N,Inactive,,,,Low,3.4,class = 1,QC'ed NCATS
574,375814047,4134287,C1=CC=C2C(=C1)C=C(C=N2)C3=CC(=CC=C3)C(=O)O,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
575,375814221,134789010,C1CN2C(=NN(C2=O)C3=CC=C(C=C3)Cl)CN1CC4=CC=C(C=C4)C(F)(F)F,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
576,375814862,134789906,C1CC1NC(=O)C2=NC(=C3N2C=CN=C3)C4=CN=CC=C4,Active,,,,Moderate,31.78,class = 1,QC'ed NCATS
577,375813702,134791272,C[S+](=O)(C1=CC=C(C=C1)C2=C3C=NC=CN3C(=N2)C(=O)N4CCOCC4)[O-],Inactive,,,,Low,8.31,class = 1,QC'ed NCATS
578,375813187,134790244,COC(=O)CNC(=O)C1=NC(=C2N1C=CN=C2)C3=CC=C(C=C3)[S+](=O)(C)[O-],Inactive,,,,Low,9.67,class = 1,QC'ed NCATS
579,375813456,134788378,C1=CC(=CN=C1)C2=C3C=NC=CN3C(=N2)C(=O)NCC4=CC=NC=C4,Inactive,,,,Low,6.35,class = 1,QC'ed NCATS
580,375813713,134787997,C[S+](=O)(C1=CC=C(C=C1)C2=C3C=NC=CN3C(=N2)C(=O)NCC#C)[O-],Inactive,,,,Low,1,class = 1,QC'ed NCATS
581,375813970,118740523,CN(C)C(=O)C1=NC(=C2N1C=CN=C2)C3=CC=C(C=C3)S(=O)(=O)C,Active,,,,Moderate,16.8,class = 1,QC'ed NCATS
582,375814230,134789746,CC(C)NC(=O)C1=NC(=C2N1C=CN=C2)C3=CN=C(C=C3)Cl,Active,,,,High,722.98,class = 0,QC'ed NCATS
583,375814487,134790239,C1COCCN1C(=O)C2=NC(=C3N2C=CC=C3)C4=CN=CC=C4,Active,,,,High,206.13,class = 0,QC'ed NCATS
584,375813461,134788860,C[S+](=O)(C1=CC=C(C=C1)C2=C3C=CC=CN3C(=N2)C(=O)NCC#C)[O-],Active,,,,High,545.25,class = 0,QC'ed NCATS
585,375813587,134788093,C[S+](=O)(C1=CC=C(C=C1)C2=C3C=CC=CN3C(=N2)C(=O)N4CCOCC4)[O-],Active,,,,High,180.04,class = 0,QC'ed NCATS
586,375813972,134789059,C[S+](=O)(C1=CC=C(C=C1)C2=C3C=CC=CN3C(=N2)C(=O)NCC4=CN=CC=C4)[O-],Active,,,,High,539.63,class = 0,QC'ed NCATS
587,375814237,134789772,COC(=O)CNC(=O)C1=NC(=C2N1C=CC=C2)C3=CC=C(C=C3)[S+](=O)(C)[O-],Active,,,,High,329.71,class = 0,QC'ed NCATS
588,375813337,134789256,CN(C)C(=O)C1=NC(=C2N1C=CC=C2)C3=CN=C(C=C3)Cl,Active,,,,High,>1000,class = 0,QC'ed NCATS
589,375814241,118740471,CN1C2=C(C=N1)C(=CC(=N2)C(=O)N(C)C)C3=CC=C(C=C3)S(=O)(=O)C,Active,,,,Moderate,22.59,class = 1,QC'ed NCATS
590,375811358,63268833,C1=COC(=C1)C2=NC3=C(N2)C=NC=C3,Active,,,,Moderate,27.89,class = 1,QC'ed NCATS
591,363678082,58496428,CN1C(=O)C=C2C(=C1C3=CC(=CC=C3)N(C)C)C(=O)N(N2)C4=CC=CC=C4Cl,Active,,,,Moderate,13.89,class = 1,QC'ed NCATS
592,363678175,11497983,CCN(CCCOC1=CC2=C(C=C1)C(=NC=N2)NC3=NNC(=C3)CC(=O)NC4=CC(=CC=C4)F)CCOP(=O)(O)O,Inactive,,,,Low,1,class = 1,QC'ed NCATS
593,363678176,25181195,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=C(C=C4)N,Active,,,,Moderate,65.65,class = 1,QC'ed NCATS
594,363678316,11154555,CN(C)C(=O)NC1CCC(CC1)CCN2CCN(CC2)C3=C(C(=CC=C3)Cl)Cl,Active,,,,High,513.76,class = 0,QC'ed NCATS
595,363678330,9871419,CCCSC1=NC(=C2C(=N1)N(N=N2)[C@@H]3C[C@@H]([C@H]([C@H]3O)O)OCCO)N[C@@H]4C[C@H]4C5=CC(=C(C=C5)F)F,Active,,,,High,776.18,class = 0,QC'ed NCATS
596,363678404,66552906,COC1=CC=CC(=C1)N2C(=CC(=N2)C(=O)O)C3=CC(=C(C=C3)C4CCCCC4)Cl,Active,,,,High,>1000,class = 0,QC'ed NCATS
597,363679173,71566751,CN1CCN(CC1)CC2=C(C=C(C=C2)NC(=O)CC3=CC=C(C=C3)OC4=NC=NC(=C4)NC(=O)C5CC5)C(F)(F)F,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
598,363679181,78357767,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCCC3)NCCCCCN4CCCC4)OC,Inactive,,,,Low,2.4,class = 1,QC'ed NCATS
599,363679201,76283751,CN1C=C(C2=C1N=CC=C2)NC3=C(C=CN=C3)C(=O)O,Inactive,,,,Low,3.2,class = 1,QC'ed NCATS
600,363679202,73670548,CCN(C1CCC(CC1)N(C)CCOC)C2=CC(=CC(=C2C)C(=O)NCC3=C(C=C(NC3=O)C)C)C#CCN4CCOCC4,Inactive,,,,Low,6.74,class = 1,QC'ed NCATS
601,363679203,121439609,CCC1=C(C(=CC=C1)CC)N2C(=C(C=C(C2=O)C3=NC(=CS3)C4=CC=C(C=C4)C(F)(F)F)C(=O)N5CCNCC5)C=C(C)C,Active,,,,Moderate,33.82,class = 1,QC'ed NCATS
602,363680161,56846693,CC(C)(C1=CC(=NO1)NC(=O)NC2=CC(=CC=C2)OC3=NC=NC4=CC(=C(C=C43)OC)OC)C(F)(F)F,Active,,,,Moderate,36.09,class = 1,QC'ed NCATS
603,363680204,59472121,CC(C)S(=O)(=O)C1=CC=C(C=C1)C2=CN=C(C(=N2)C3=CC(=NO3)C4=CC=C(C=C4)CNC)N,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
604,363680207,44631912,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,Active,,,,High,138.33,class = 0,QC'ed NCATS
605,363680609,91663282,CCC1=C(N=C2C(=CNN2C1=O)C3=CN(N=C3)C4=NC=CC(=C4)CO)C,Inactive,,,,Low,1.62,class = 1,QC'ed NCATS
606,363680649,86660217,C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)S(=N)(=O)C)C4=C5C=CNC5=NC=C4,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
607,363680665,5330814,C1=CC(=C(C(=C1)F)NC(=S)N2C(=NC(=N2)N)NC3=CC=C(C=C3)S(=O)(=O)N)F,Inactive,,,,Low,6.07,class = 1,QC'ed NCATS
608,363680860,64393976,C1=CC(=CC=C1CC(=O)NC2=C(C=CN=C2)C(=O)O)Cl,Inactive,,,,Low,7,class = 1,QC'ed NCATS
609,384569198,151115,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=C5[C@H](CCC6=C5C(=CC(=C6C)F)N=C4C3=C2)N)O,Active,,,,High,370.11,class = 0,QC'ed NCATS
610,363680917,67960134,CS(=O)(=O)C1=CN=C(C=C1)C2=NN=C(N2C3=CC=CC=C3Cl)/C=C/C4=NN=C(O4)C5=CC=C(C=C5)C#N,Active,,,,High,>1000,class = 0,QC'ed NCATS
611,363680986,90407809,CN1C=NC(=C1C2=CC=C(C=C2)OC)C3=NC=CC(=C3)C(=O)O,Inactive,,,,Low,3.06,class = 1,QC'ed NCATS
612,363680987,74766595,CC1=C(C=CC(=C1)Cl)COC2=CC=NN2C3=NC=CC(=C3)C(=O)O,Inactive,,,,Low,5.16,class = 1,QC'ed NCATS
613,375807594,75410922,CC(=O)NC[C@H]1COCC2=NC3=C(N12)C=CC(=C3)C(=O)OC,Inactive,,,,Low,4.45,class = 1,QC'ed NCATS
614,375808655,75411313,C1CCC(C1)C(=O)NC[C@H]2CN3C(=NC=C3C4=CC=C(C=C4)Cl)CO2,Active,,,,High,108.48,class = 0,QC'ed NCATS
615,375809655,45360472,CC1=NC(=CC(=N1)[C@H]2CN3CC[C@H]2C[C@@H]3CNC4CCOCC4)C5=CC=CC=C5,Active,,,,High,369.23,class = 0,QC'ed NCATS
616,375806667,26745074,CC1=CC(=CC=C1)C2=NOC(=N2)[C@@H]3CC4=C(CN3C(=O)CC(C)(C)CC(=O)O)NC=N4,Active,,,,Moderate,34.18,class = 1,QC'ed NCATS
617,375798497,28961069,CC1=CC(=CC=C1)C2=NOC(=N2)[C@@H]3CC4=C(CN3)NC=N4,Active,,,,High,343.35,class = 0,QC'ed NCATS
618,375800550,51136636,COC1=C(C=C2C(=C1)CCN=C2C[C@H]3CN(CC[C@H]3CC(=O)O)S(=O)(=O)C4=CC=CC(=C4)C#N)OC,Inactive,,,,Low,3.25,class = 1,QC'ed NCATS
619,377020432,49878590,CCOC(=O)N1CCN(CC1)C(=O)CN2C(=O)C3=C(S2)N=C(C=C3C)C,Active,,,,Moderate,47.06,class = 1,QC'ed NCATS
620,363681088,133053891,C1CCN(CC1)CCOC(C2=CC=CC=C2Cl)C3=CC4=NC=CC(=C4N3)C(=O)O,Inactive,,,,Low,1,class = 1,QC'ed NCATS
621,375885383,134805851,COC1=NC=C(C=N1)C2=NNC3=C2CC(=O)N(C3)C4=CC=CC=C4,Active,,,,Moderate,33.52,class = 1,QC'ed NCATS
622,375890710,134811177,CC(=O)N1CCC(CC1)NC(=O)C2=C3C=CNC3=CC(=N2)C4=CC=CC=C4,Active,,,,High,287.65,class = 0,QC'ed NCATS
623,375884871,134805340,C1=CC=C(C=C1)C2=NC(=C3C=CNC3=C2)C(=O)NCCCN4C=CN=C4,Active,,,,High,597.15,class = 0,QC'ed NCATS
624,375890601,134811068,C1CC(=O)NC1CNC(=O)C2=C3C=CNC3=CC(=N2)C4=CC=CC=C4,Active,,,,High,123.01,class = 0,QC'ed NCATS
625,375889120,134809587,CC1=CC(=C(C(=O)N1)CNC(=O)C2=C3C=CN(C3=CC(=N2)C4=CC=C(C=C4)CN(C)C)C(C)C)C,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
626,375890796,134811263,CN1CCC(CC1=O)CNC(=O)C2=C3C=CN(C3=CC(=N2)C4=CC=CC=C4OC)C,Active,,,,High,317.24,class = 0,QC'ed NCATS
627,375890820,134811287,CN1C=CC2=C(N=C(C=C21)C3=CC=CC(=C3)CO)C(=O)NCCC(=O)N,Active,,,,Moderate,29.95,class = 1,QC'ed NCATS
628,375884537,134805006,CC1=C(C(=NO1)C)C2=CC(=CN3C2=CN=C3)C4=CC5=C(CNC5=O)C=C4,Active,,,,High,143.05,class = 0,QC'ed NCATS
629,375888878,134809345,CC(=O)NC1=CC=CC(=C1)C2=NC(=C3C=CN(C3=C2)CCOC)C4=CCOCC4,Active,,,,High,463.72,class = 0,QC'ed NCATS
630,375887945,134808413,COC1=C(C=C(C=C1)C2=NN3C(=NC=C3NC4=CC=C(C=C4)C(=O)N)C=C2)OC,Active,,,,High,148.81,class = 0,QC'ed NCATS
631,375886802,134807270,CNC(=O)C1=CC=CC(=C1)C2=CN=C(C3=C2CCO3)NC4=CC=CC(=C4)C(F)(F)F,Active,,,,Moderate,58.92,class = 1,QC'ed NCATS
632,375889090,134809557,COCCNC(=O)C1=CC=C(C=C1)C2=NC=C3N2C=C(N=C3)C4=CC(=CC=C4)F,Active,,,,High,405.01,class = 0,QC'ed NCATS
633,375890154,134810621,CC(=O)NCCNC(=O)C1=CC=C(C=C1)C2=NC=C3N2C=C(N=C3)C4=CC(=CC=C4)F,Active,,,,Moderate,40.62,class = 1,QC'ed NCATS
634,375888127,134808595,C1=CC(=CC(=C1)F)C2=CN3C(=CN=C3C4=CC=C(C=C4)C(=O)NCCCO)C=N2,Active,,,,Moderate,32.01,class = 1,QC'ed NCATS
635,375890180,134810647,C1CC(=O)N(C1)CCCNC(=O)C2=CC=C(C=C2)C3=NC=C4N3C=C(N=C4)C5=CC=CC=C5,Active,,,,High,291.84,class = 0,QC'ed NCATS
636,375890192,134810659,C1=CC=C(C=C1)C2=CN3C(=CN=C3C4=CC=C(C=C4)C(=O)O)C=N2,Active,,,,Moderate,10.66,class = 1,QC'ed NCATS
637,375890158,134810625,C1CS(=O)(=O)CCN1C(=O)C2=CC=C(C=C2)C3=NC=C4N3C=C(N=C4)C5=CC=CC=C5,Active,,,,Moderate,45.64,class = 1,QC'ed NCATS
638,375890183,134810650,CNC(=O)C1CCN(CC1)C(=O)C2=CC=C(C=C2)C3=NC=C4N3C=C(N=C4)C5=CC=CC=C5,Active,,,,Moderate,15.38,class = 1,QC'ed NCATS
639,375889102,134809569,C1=CC(=CC(=C1)F)C2=CN3C(=CN=C3C4=CC=C(C=C4)C(=O)NCCC5=CN=CN5)C=N2,Inactive,,,,Low,1,class = 1,QC'ed NCATS
640,363681089,133053881,C1CC(CCC1COC(C2=CC=CC=C2Cl)C3=CC4=NC=CC(=C4N3)C(=O)O)(F)F,Active,,,,Moderate,75.56,class = 1,QC'ed NCATS
641,375887454,134807922,CC1=C(C(=NO1)C)C2=NC(=C3C=C(N(C3=C2)C)C4=CC=CC=C4)C5=CC(=CC=C5)NC(=O)C,Active,,,,High,454.59,class = 0,QC'ed NCATS
642,375886014,134806482,CC1=CC2=C(N=C(C=C2N1C)C3=C(ON=C3C)C)C4=CN(N=C4)C,Active,,,,High,549.02,class = 0,QC'ed NCATS
643,375886913,134807381,CC1=CC2=C(N=C(C=C2N1CCN(C)C)C3=C(ON=C3C)C)C4=CC(=C(C=C4)OC)OC,Active,,,,High,>1000,class = 0,QC'ed NCATS
644,375887100,134807568,CN1C2=C(N=C(C(=C2)C3=CC(=CC=C3)Cl)C4=CC=CC=C4)N=C1C(=O)NCCN(C)C,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
645,375886568,134807036,CN1CCC(CC1)NC(=O)C2=NC3=C(N2C)C=C(C(=N3)C4=CC=CC=C4)C5=CC(=NC=C5)OC,Active,,,,High,>1000,class = 0,QC'ed NCATS
646,375890623,134811090,CC1=NC=CC(=C1)C2=CC3=C(N=C2C4=CC=CC=C4)N=C(N3C)C(=O)NCCN(C)C,Active,,,,High,319.94,class = 0,QC'ed NCATS
647,375888956,134809423,CN1C2=C(N=C(C(=C2)C3=CC(=CC=C3)F)C4=CC=CC=C4)N=C1C(=O)NCCN(C)C,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
648,375888711,134809178,CN1CC2=C(N=C(C=C2C1=O)N3CCOCC3)C4=CC=CC=C4OC(F)(F)F,Active,,,,High,>1000,class = 0,QC'ed NCATS
649,363681092,133053816,C=CC(=O)N1CCCN(CC1)C2=NC(=NC(=C2)NCCC(=O)O)C3=CC=CC=N3,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
650,363681094,133053821,CN1CCCC1CCOC(C2=CC=CC=C2Cl)C3=CC4=NC=CC(=C4N3)C(=O)O,Inactive,,,,Low,1.1,class = 1,QC'ed NCATS
651,363681097,52934180,CC1=NC2=C(N1)C=C(C=C2)C(=O)N3CCC4(CC3)CC5=C(C(=O)C4)N(N=C5)C(C)C,Active,,,,Moderate,16.46,class = 1,QC'ed NCATS
652,375861543,16764671,C1C(C2=C(NC1=O)N=C(S2)N)C3=C(C(=CC=C3)F)F,Inactive,,,,Low,9.86,class = 1,QC'ed NCATS
653,375859571,16764686,C1C(C2=C(NC1=O)N=C(S2)N)C3=CC=CC=C3,Active,,,,Moderate,19.29,class = 1,QC'ed NCATS
654,375863579,16764695,C1C(C2=C(NC1=O)N=C(S2)N)C3=C(C=C(C=C3)F)F,Active,,,,High,180.75,class = 0,QC'ed NCATS
655,375882835,91762950,C1CN(CC2=C1N=C(N2)C3=CC=C(C=C3)C(=O)N)C(=O)CN4CCOCC4,Inactive,,,,Low,2.6,class = 1,QC'ed NCATS
656,375858577,91903472,C1C(CN(C1=O)C2=NNC3=C2C=CC(=C3)Br)C(=O)NC4=CC=CC=C4,Inactive,,,,Low,1.1,class = 1,QC'ed NCATS
657,375852584,91913176,CC1=CC(=NC=C1)NC(=O)C2CC(=O)N(C2)C3=NNC4=C3C=CC(=C4)Br,Active,,,,High,563,class = 0,QC'ed NCATS
658,375842535,71705501,C1COCCC1CNC(=O)C2CC(=O)N(C2)C3=NNC4=C3C=CC(=C4)Br,Active,,,,Moderate,16.12,class = 1,QC'ed NCATS
659,375852557,71707181,C1COCCN1CCNC(=O)C2CC(=O)N(C2)C3=NNC4=C3C=CC(=C4)Br,Inactive,,,,Low,1.8,class = 1,QC'ed NCATS
660,375854622,71829154,C1CC(C2=C(C1)C3=C(N2)C=CC(=C3)Cl)NC(=O)C4=CC=NC=C4,Inactive,,,,Low,7.6,class = 1,QC'ed NCATS
661,375856586,71828999,C1CC(C2=C(C1)C3=C(N2)C=CC(=C3)Cl)NC(=O)CNC(=O)C4=NC=CN=C4,Active,,,,High,>1000,class = 0,QC'ed NCATS
662,375871810,56715543,C1CC(CN(C1)C2=NC(=NC3=C2CCC3)C4=CC=CC=C4)C(=O)N5CCC(CC5)N,Active,,,,High,474.64,class = 0,QC'ed NCATS
663,375842572,90488048,C1=CC(=CC=C1C2=NC=C(C(=N2)C3=CC=NC=C3)C(=O)O)F,Inactive,,,,Low,1,class = 1,QC'ed NCATS
664,375883320,56881339,CC1=NC=C2CNCCC2=C1CNC(=O)CN3C=NC4=CC=CC=C4C3=O,Active,,,,Moderate,59.64,class = 1,QC'ed NCATS
665,375845721,91904528,CCOC1=CC(=O)N2CCCCC2=C1C(=O)NC3=CC(=C(C=C3OC)Cl)OC,Active,,,,Moderate,96.61,class = 1,QC'ed NCATS
666,375879261,56886853,C1CN(CCN(C1)C2=CC=C(C=C2)F)CC3[C@H]4[C@@H]3CNC4,Active,,,,High,196.25,class = 0,QC'ed NCATS
667,375879869,70726807,C1CC(CN(C1)C(=O)N)C(=O)N2CCCN(CC2)C3=CC=C(C=C3)F,Active,,,,High,110.89,class = 0,QC'ed NCATS
668,375873079,56893258,C1C[C@@H](C[C@H]1NC2=NC=CC(=N2)C3=CC=NC=C3)NC(=O)CNC(=O)N,Inactive,,,,Low,1,class = 1,QC'ed NCATS
669,375847597,91904901,C1CN(CC1NC(=O)C2=CC=CC=C2)C3=NNC(=C3)C4=CC=C(C=C4)Cl,Active,,,,High,705.56,class = 0,QC'ed NCATS
670,375865736,91653956,C[C@H]1CN(C[C@@H]1C2=NC(=NO2)C3=CC=CC=C3)C(=O)NC4=CC=C(C=C4)F,Active,,,,High,>1000,class = 0,QC'ed NCATS
671,375857652,87051999,C[C@H]1CN(C[C@@H]1C2=NC(=NO2)C3=CC=CC=C3)C(=O)NC4=C(C=C(C=C4)F)F,Active,,,,High,>1000,class = 0,QC'ed NCATS
672,375841555,87052427,C1CN(CC2=C1C(=O)N3C(=N2)C=CN3)C(=O)C4=CC5=C(C=C4)N=CC=C5,Active,,,,High,101.47,class = 0,QC'ed NCATS
673,375867775,53183866,CC1=NC=C(C=C1)C(=O)N2CCC3=C(C2)N=C4C=C(NN4C3=O)C5=CC=CC=C5,Inactive,,,,Low,1,class = 1,QC'ed NCATS
674,375866379,87052512,C1CN(CC2=C1C(=O)N3C(=N2)C=C(N3)C4=CC=CC=C4)C(=O)CCC(=O)N5CC(=O)NC6=CC=CC=C65,Inactive,,,,Low,1,class = 1,QC'ed NCATS
675,375866399,136665503,C1CN(CCC2=C1C(=O)NC(=N2)N3CCOCC3)CC4=C(C=CC(=C4)Cl)F,Active,,,,High,>1000,class = 0,QC'ed NCATS
676,375854302,136665504,C1CN(CCC2=C1C(=O)NC(=N2)N3CCOCC3)CC4=C(C=C(C=C4)Cl)F,Active,,,,High,>1000,class = 0,QC'ed NCATS
677,375856522,91916716,C1CN(CCC1CC2=NC(=NO2)C3=NC=CN=C3)C(=O)C4=CC5=C(C=C4)OCO5,Active,,,,Moderate,71.94,class = 1,QC'ed NCATS
678,375866622,136326488,CC(C)CC(C)NC(=O)C1=NOC(=N1)C2=CC=CNC2=O,Active,,,,Moderate,16.55,class = 1,QC'ed NCATS
679,375847692,136665409,COC1=C(C=C(C=C1)NC(=O)C2=CC(=NN2)C3=CC=CN3)OC,Active,,,,High,119.6,class = 0,QC'ed NCATS
680,375839683,91891807,CC1=NOC(=N1)C2=CN(N=N2)C3CCN(CC3)C(=O)C4=CC=C(C=C4)OC(F)(F)F,Active,,,,Moderate,10.23,class = 1,QC'ed NCATS
681,375861246,110197656,CC1=C(C(=NO1)C)S(=O)(=O)N2CCC3(CC2)C4=C(CCN3)C5=C(N4)C=CC(=C5)OC,Active,,,,Moderate,79,class = 1,QC'ed NCATS
682,375863122,110202952,CC1=NOC(=N1)[C@@H]2CN(C[C@H]2CO)C(=O)C3=NN(C4=CC=CC=C43)C,Active,,,,Moderate,84.2,class = 1,QC'ed NCATS
683,375851432,124050542,CC1=NOC(=N1)[C@@H]2CN(C[C@H]2COC)C(=O)C3=NNC4=CC=CC=C43,Active,,,,Moderate,66.78,class = 1,QC'ed NCATS
684,375869503,91911828,COC1=CC=C(C=C1)C(=O)NC2CCN(CC2)C3=CC(=O)N(N=C3)CC4CC4,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
685,375849247,46089231,CC1=CC(=CC(=C1)C2=NC3=C(O2)C=C(C=C3)C4=C(C(=C(C=C4)OC)OC)OC)C,Inactive,,,,Low,1,class = 1,QC'ed NCATS
686,375847183,46089123,COC1=C(C(=C(C=C1)C2=CC3=C(C=C2)N=C(O3)C4=C(C(=CC(=C4)F)F)F)OC)OC,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
687,375849213,46089060,COC1=C(C(=C(C=C1)C2=CC3=C(C=C2)N=C(O3)C4=C(C=CC(=C4)F)F)OC)OC,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
688,375857125,46088963,CC1=CC=CC=C1C2=NC3=C(O2)C=C(C=C3)C4=C(C(=C(C=C4)OC)OC)OC,Inactive,,,,Low,1,class = 1,QC'ed NCATS
689,363681098,68289010,C[C@@H](C1=CN2C=CN=C2C=C1)N3C4=NC(=CN=C4N=N3)C5=CN(N=C5)C,Active,,,,Moderate,40.71,class = 1,QC'ed NCATS
690,377020474,66610682,CC(C)CN(CC(=O)N(CCCN1CCCC1=O)CC(=O)N)C(=O)CNCCC2=CC=CC=C2F,Active,,,,Moderate,11.6,class = 1,QC'ed NCATS
691,375817816,137299399,C1CCC(CC1)CN2CCCC(C2)C3=NN(C(=O)N3)C4=CC=C(C=C4)Cl,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
692,375817885,137299434,COC1=CC=C(C=C1)C(=O)N2CCCC(C2)C3=NN(C(=O)N3)C4=CC=C(C=C4)OC,Active,,,,High,598.6,class = 0,QC'ed NCATS
693,375817944,137299464,COC1=CC=C(C=C1)N2C(=O)NC(=N2)C3CCCN(C3)C(=O)C4=CC=CC=C4,Inactive,,,,Low,1,class = 1,QC'ed NCATS
694,375817968,137299474,COC1=CC=C(C=C1)N2C(=O)NC(=N2)C3CCCN(C3)C(=O)C4CC4,Active,,,,High,112.61,class = 0,QC'ed NCATS
695,375817790,137299390,C1CN(CCC1C2=NN(C(=O)N2)C3=CC=C(C=C3)F)C(=O)C4=CC=CC=C4,Active,,,,High,679,class = 0,QC'ed NCATS
696,375817855,137299421,COC1=CC=C(C=C1)N2C(=O)NC(=N2)C3CCN(CC3)C(=O)C4=CC=CC=C4,Active,,,,High,330.79,class = 0,QC'ed NCATS
697,375817948,137299467,COC1=CC=C(C=C1)N2C(=O)NC(=N2)C3CCN(CC3)C(=O)C4CC4,Active,,,,High,147.87,class = 0,QC'ed NCATS
698,375820357,137291230,COC1=CC=C(C=C1)N2C(=O)NC(=N2)C3CCCN(C3)CC4CCCCC4,Active,,,,High,>1000,class = 0,QC'ed NCATS
699,375820358,137291231,COC1=CC=C(C=C1)N2C(=O)NC(=N2)C3CCCN(C3)C(=O)CC4=CC=CC=N4,Active,,,,High,105.62,class = 0,QC'ed NCATS
700,375818693,137299526,COC1=CC=C(C=C1)N2C(=O)NC(=N2)C3CCCN(C3)C(=O)NC4=CC=CC=C4,Active,,,,High,359.71,class = 0,QC'ed NCATS
701,375819054,137299537,COC1=CC=C(C=C1)N2C(=O)NC(=N2)C3CCCN(C3)C(=O)C4=CC=CC=C4F,Active,,,,High,475.5,class = 0,QC'ed NCATS
702,377020256,5319693,CC/C=C\CC1C(CCC1=O)CC(=O)OC,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
703,363681104,71245288,CC1=CC(=C(C=C1N2C=C(N=C2)C3CC3)C(=O)NC4=CC=CC(=N4)C5=NN=CN5C(C)C)F,Active,,,,High,499.2,class = 0,QC'ed NCATS
704,363681105,25214468,C1CC1NC2=CC(=CC3=NC(=NN23)NC(=O)C4=CN=CC=C4)C(F)(F)F,Active,,,,High,197.09,class = 0,QC'ed NCATS
705,363681106,89683805,CC(C)(CNC1=NC(=NC(=N1)C2=NC(=CC=C2)C(F)(F)F)NC3=CC(=NC=C3)C(F)(F)F)O,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
