Solubility_log(mol/L),SMILES
-4.4292,CCOc1nc(F)cc2nc(S(=O)(=O)Nc3c(Cl)cccc3C(=O)OC)nn12
-4.4289,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
-4.428848848,C=CC(=O)OCCCCCCCCCCCCCC
-4.4288,CSc1nnc(C(C)(C)C)c(=O)n1/N=C/C(C)C
-4.428739867076488,OCCCCCn1cc(-c2ccccc2-c2ccco2)nn1
-4.427741241703634,N#Cc1ccc(NS(=O)(=O)c2c[nH]c3nc(Cl)ccc23)c(F)c1
-4.4276,CCCCOCCOC(=O)COc1ccc(Cl)cc1Cl
-4.4261227438,CCCCCCCCCCCCN(C)C
-4.425562599110529,COc1ccc2c(c1)CN(c1nc(C)cc(C)n1)CC2
-4.4255032449,C/C(=C\C(C)CC(C)CC(C)C)C1CC(=O)OC1=O
-4.4255032449,CCCCCCCCC/C=C/CC1CC(=O)OC1=O
-4.4252,O=C(OOC(=O)c1ccccc1)c1ccccc1
-4.4216,Nc1cc([N+](=O)[O-])ccc1I
-4.4213,O=C1c2ccccc2C(=O)c2c(O)cccc21
-4.4200239973,N#CC(=C1CCCCC1)c1ccccc1
-4.42,C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1
-4.42,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
-4.42,CCCCCCCOC(=O)c1ccc(O)c(Br)c1
-4.42,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1
-4.42,Cc1cc(N)ccc1S(=O)(=O)Nc1ccc(Cl)cc1
-4.42,Cc1ccc(C(=O)N(O)c2ccc(Cl)cc2)cc1
-4.4192,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C
-4.4191,CCS(=O)(=O)c1nc2ccccn2c1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1
-4.416919674436196,Cc1noc2ncc(C(=O)Nc3nc(C4CC4)cs3)cc12
-4.4139224059,O=C(OCc1ccccc1)c1ccccc1O
-4.413701068997376,CCOc1ccc(Nc2ncccc2C#N)cc1
-4.413,COc1cc(Cl)c(OC)cc1Cl
-4.412762427200001,C=C1C2CCC3C2C(C)(C)CCCC13C
-4.411361167696795,CCCCCCCC/C(=C\CCCCCCCC(=O)O)[N+](=O)[O-]
-4.4112105344695305,Cc1cc2ccccc2n1CC(=O)N1CCc2ccc(O)cc2C1
-4.4112,CCN(CC)c1nc(Cl)nc(N(CC)CC)n1
-4.4110000000000005,CCN(CC)c1nc(Cl)nc(N(CC)CC)n1
-4.4101,O=[N+]([O-])c1cc(-c2ccccc2)ccc1O
-4.4100874366000005,CCCCCCCC/C=C\CCCCCCCC(=O)O.NCCNCCN
-4.41,CC(=O)Nc1ccc(C(=O)Nc2ccc(OC(C)=O)cc2)cc1
-4.41,CC12CCC3C(CC=C4CC(OC=O)CCC43C)C1CCC2=O
-4.41,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1
-4.4095,CCOC(=O)CCCOc1ccc(Cl)cc1C
-4.4077469895,CC1(C)CNCC(C)(C)C1OC(=O)CCCCCCCCC(=O)OC1C(C)(C)CNCC1(C)C
-4.404582983273994,O=C(Cc1cccc2ccccc12)NCc1ccc(N2CCCC2=O)cc1
-4.403824100525378,COCCNc1cc(NC(=O)N2CCCc3cc(CN4CCN(C)CC4=O)c(C=O)nc32)ncc1C#N
-4.40378860871076,Fc1cccc(CCNCc2cc(-c3ccccc3)cn3nnnc23)c1
-4.402,CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O
-4.402,C[C@]12CC[C@@H](O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
-4.4002500912,O=[V]=O
-4.4001,Brc1ccc2ccccc2c1
-4.4,Brc1ccc2ccccc2c1
-4.4,Brc1ccc2ccccc2c1
-4.4,CC(=O)Oc1ccc(-c2ccccc2)cc1
-4.4,CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2O
-4.4,CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O
-4.4,CCCCCCCc1ccn(CCC(=O)O)c(=O)c1
-4.4,CCCCOC(=O)c1ccccc1C(=O)OCCCC
-4.4,CCCCc1ccc(C(=O)O)c(C(=O)O)c1CCCC
-4.4,COC1=CC(=O)C2(Oc3c(Cl)c(OC)cc(OC)c3C2=O)C(C)C1
-4.4,Cc1c2ccccc2c(CN2CCOCC2)c2ccccc12
-4.4,Nc1ccc(S(=O)(=O)Nc2cc(Cl)ccc2Cl)cc1
-4.4,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1
-4.3992383437,O=C1c2ccccc2-c2ccc3c4c([N+](=O)[O-])cc5c6c(ccc(c7ccc1c2c73)c64)C(=O)c1ccccc1-5
-4.399056409720074,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC
-4.3981,COP(=S)(OC)SSP(=S)(OC)OC
-4.3979,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
-4.396652184700001,O=C(c1ccc(F)cc1)c1ccc(F)cc1
-4.396606861513725,CCC(Oc1ccccc1)C(=O)Nc1nc2ccccc2[nH]1
-4.3945,CC(C)CC(=O)Oc1ccc([N+](=O)[O-])cc1
-4.3945,CCCCC(=O)Oc1ccc([N+](=O)[O-])cc1
-4.3931837232,CCn1nc2cc(-c3cc4c5c(n(CC)nc5c3)-c3ccccc3C4=O)cc3c2c1-c1ccccc1C3=O
-4.3901,Cc1cc(O)c([N+](=O)[O-])cc1Cl
-4.3881793818,C=CCN(CC=C)c1cc(NC(C)=O)c(N=Nc2c(Cl)cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1OC
-4.387910768899999,CCOc1nc(NC)nc(NC(=O)NS(=O)(=O)c2ccccc2C(=O)OC)n1
-4.3876832538,CCCCOC(=O)c1ccccc1C(=O)OCCCC
-4.387518427632704,OCCn1cc(-c2ccc3c(c2)CC/C3=N\O)c(-c2ccncc2)n1
-4.3869446244,CCCSc1nc(Cl)c([N+](=O)[O-])c(Cl)n1
-4.3861,C=CC(=C)CCC=C(C)C
-4.385339090388619,Cc1ncsc1C(=O)N1CCCCC1c1nc(N(C)C)ncc1-c1cccc(Cl)c1
-4.3838902648,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C
-4.3823578934,C=CC(C)(CCC=C(C)C)OC(=O)CC
-4.3813766115375055,COC(=O)c1ccc(NS(=O)(=O)c2ccc3c(c2)n(C)c(=O)n3C)cc1
-4.3812486892,CCN(CCC#N)c1ccc(N=Nc2c(Br)cc([N+](=O)[O-])cc2Br)cc1
-4.3809109776,C=CC(=O)OCCCCCCCCCCCC
-4.38,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C
-4.38,CC1(N)CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1
-4.38,CCCCCCCCOC(=O)c1ccc(O)c(Cl)c1
-4.38,CCN(CC)C(=O)NC1C=C2c3cccc4[nH]c(Br)c(c34)CC2N(C)C1
-4.38,CCn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3
-4.38,O=C(O)c1ccc(N=Nc2ccc(O)cc2)cc1
-4.38,OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl
-4.38,c1ccc2c(c1)sc1ccccc12
-4.3767049743,O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl
-4.3765465432,C[C](C)C
-4.376,CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O
-4.3757,CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O
-4.375669293199529,COC(=O)Nc1nc2ccccc2[nH]1
-4.3754489864521355,CC(C)c1ccc2c(c1)[C@H](NC(=O)Cn1ccnn1)CCC2
-4.3744000378,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1.CC1CO1.ClCC1CO1
-4.374,OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl
-4.372285821681655,CCc1nc(C)cn2nc(-c3cc(=O)n4cc(C5CCN(C)CC5)cc(C)c4n3)cc12
-4.3712380811311755,CCCc1cc(-c2nn3c(C4CCCC4)nnc3s2)n(C)n1
-4.3707014658,CC(C)CCCCCOP(=S)([S-])OCCCCCC(C)C.CC(C)CCCCCOP(=S)([S-])OCCCCCC(C)C.[Zn+2]
-4.3701,COc1cc(Cl)c(Cl)c(Cl)c1OC
-4.37,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C
-4.37,COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2
-4.37,O=C(Nc1cccc(Cl)c1)OCC#CCCl
-4.37,c1ccc2c(c1)CCCC2
-4.3692,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
-4.367868348478127,COc1cc2nc(/C=C/c3cocn3)sc2cc1OC
-4.366128471100001,CC(CC(C)(C)C)CP(=O)(O)CC(C)CC(C)(C)C
-4.366122181295566,O=C(Nc1ccc(-c2nnn[nH]2)cc1)c1cc(COc2ccc(F)cc2)on1
-4.365734809252178,CC(C)n1cc(-c2ccc3c(c2)N(C)CC3)c2c(NS(=O)(=O)c3ccn(C)n3)ccnc21
-4.365622838,CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl
-4.3653861880528355,N#Cc1ccccc1OCc1csc(-c2ncccn2)n1
-4.364550204137313,CN(Cc1cccc(C#N)c1)c1cnc2ccccc2n1
-4.364348304369747,C[C@@H](/C=C\C(F)(F)F)Oc1cc(-c2cc(-c3cc(CN(C)C)cs3)cnc2N)ccc1C(N)=O
-4.3635,COc1cc(C(Cl)(Cl)Cl)cc(Cl)n1
-4.362644787478109,Cc1cc(C)cc(Oc2cc(C#N)ccn2)c1
-4.3606078686,c1ccc(Sc2ccccc2)cc1
-4.36,CC(C)C(C)(C)C
-4.36,CCCC(C)(C)C
-4.36,CCOC(=O)Cc1ccc(-c2nc3ccccc3s2)cc1
-4.36,COc1ccc([N+](=O)[O-])c2ccccc12
-4.36,N#CC(C#N)=NNc1ccc(Cl)cc1
-4.3588570696,CN(c1ccccc1)S(=O)(=O)C1=CC(=O)C2=C(NNc3ccc(NC(=O)CCl)cc3S(=O)(=O)[O-])C(=N)C=CC2=C1.[Na+]
-4.358313977631825,N#Cc1ccccc1Cn1nnc(-c2ccccc2)n1
-4.3575,CCCC(C)(C)C
-4.357218579745008,Cc1ccc(C(=O)Nc2ccccc2C#N)cc1
-4.356467972474711,CN1CCN(Cc2noc(Cc3ccccc3)n2)c2ccccc21
-4.3546,O=C(OC(=O)c1ccccc1)c1ccccc1
-4.354215990597873,Cc1ccc(-c2nnc([C@H]3CCN(Cc4cc5ccccc5o4)C3)o2)cc1
-4.353,CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1
-4.35,Brc1cccc2ccccc12
-4.35,CC(CCC(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C
-4.35,CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1
-4.35,Cc1cc(Cl)ccc1NS(=O)(=O)c1ccc(N)cc1
-4.35,Cc1ccc(-c2nc3ccccc3s2)cc1
-4.35,Cc1ccc(C2(O)CCN(CCCC(=O)c3ccc(F)cc3)CC2)cc1
-4.35,c1ccc(-c2cnc(-c3ccc(CN4CCOCC4)cc3)o2)cc1
-4.3499005787,CCCCCCCCCCCCCCOC(=O)OOC(=O)OCCCCCCCCCCCCCC
-4.3495,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1
-4.346837785,C=C(C)[C@H]1CC=C(C)CC1
-4.3468,Brc1cccc2ccccc12
-4.3465,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
-4.346473570513725,CCc1ccccc1NC(=O)c1cc(C)nc2onc(C)c12
-4.345881362484003,COc1ccc(NC(=O)C(C)N2CCCN(c3ccc(C(F)(F)F)cn3)CC2)cc1
-4.345,c1ccc(-c2ccccc2)cc1
-4.3430778582,CCCCOC(=O)CSCSCC(=O)OCCCC
-4.342377763215282,COc1cccc(C2NC(=O)NC(C)=C2C(=O)OCc2ccc3c(c2)OCO3)c1
-4.341823491162353,Cc1ccc2nc(-c3ccc(N(C)C)cc3)[nH]c2c1
-4.3415022783,c1ccc(C2CCCCC2)cc1
-4.3409088982999995,CC(=O)OCCN(CCC#N)c1ccc(N=Nc2nc3ccc([N+](=O)[O-])cc3s2)cc1
-4.34043671992345,O=C(c1cc(Oc2cccc(F)c2)nc2ccccc12)N1CCOCC1
-4.338881652104309,CCc1cc(NC(=O)Cc2c(C)nc3nc(SC)nn3c2C)[nH]n1
-4.3388321800581995,Cc1csc(NC(=O)c2cccc(C)c2C)n1
-4.338465257076488,COc1ccc2c(c1)CN(C(=O)c1cc(C3CC3)[nH]n1)CC2
-4.337398699381663,CCc1nnc(NC(=O)Cc2cccc(F)c2)s1
-4.337275457779421,Cc1cc(C)c(S(=O)(=O)Nc2ccc3c(c2)OCO3)c(C)c1-n1cnnn1
-4.3365934479814365,COCC1CCN(c2noc(-c3cccs3)n2)CC1
-4.3355988110825905,CC(=O)N1CCN(c2c(Cl)cccc2NC(=O)COc2ccccc2Cl)CC1
-4.3341,C[C@H]1CCCC[C@@H]1C
-4.333931947633825,O=C(NC1CCCC1)N1CCN(c2nccn3nc4c(c23)CCCC4)CC1
-4.3331923932,FC(F)(F)C(Cl)(Cl)Cl
-4.333191169067614,O=C1CCCN1CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1
-4.333139569,CC(C)C(=O)OCC(C)(C)C(OC(=O)C(C)C)C(C)C
-4.3324994616,Cc1ccc2nc(-c3ccc(N)cc3)sc2c1S(=O)(=O)O
-4.33163466159317,COc1ccc(-c2nc3cc(C)ccc3cc2CN(C)Cc2nccn2C)cc1
-4.33,CCCCC(=O)OCSc1ncnc2c1ncn2COC(=O)CCCC
-4.33,CCCCCCC(CO[N+](=O)O)O[N+](=O)O
-4.33,CCOC1=C([N+](=O)[O-])CN(C(C)C)C1=O
-4.3288,CC1(C)CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1
-4.328,CN(C)C(=O)Nc1ccc(-n2nc(C(C)(C)C)oc2=O)c(Cl)c1
-4.327681014140497,O=c1[nH]c2cc3ccccc3c(=O)n2c2sc3c(c12)CCCC3
-4.327636690497379,O=c1c2cccn2c2ccccc2n1CCCN1CCC(c2ccc(Cl)cc2)CC1
-4.3265,Cc1ccccc1C(=O)Nc1cccc(OC(C)C)c1
-4.325826526747173,O=C(Nc1ccc2c(c1)OCCCO2)c1cnn(Cc2ccccc2)c1
-4.3258,CN(C)C(=O)Nc1ccc(-n2nc(C(C)(C)C)oc2=O)c(Cl)c1
-4.325286651417112,CO[C@H]1CC[C@H](C(=O)NC[C@H]2CC[C@H](c3nnc(-c4nccc5ccccc45)o3)CC2)CC1
-4.3251,C#CCOc1cc(-n2nc3n(c2=O)CCCC3)c(Cl)cc1Cl
-4.325011080491288,COc1cccc(CN2Cc3ccccc3OC3(CCOCC3)C2)c1
-4.3238,CN(C)C(=O)N(C(=O)c1ccccc1)c1ccc(Cl)c(Cl)c1
-4.3237941723,O=C1c2ccccc2C(=O)N1SC1CCCCC1
-4.321944212912794,CCCn1c(=O)n(Cc2ccc(C#N)cc2F)c2ccccc21
-4.3219056885,C#CCO.CCC(=O)CCC1C(C)=CCCC1(C)C
-4.3219,COC(=O)[C@@H](C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1
-4.321845448592411,O=C(c1ccc(F)cc1)N1Cc2nc[nH]c2C[C@H]1c1nc(-c2ccc(Cl)cc2)no1
-4.321228585279501,C=CCN(C)CCCCCCOc1ccc(C(=O)c2ccc(Br)cc2)c(F)c1
-4.3211402828,CCOC(=O)OC1CCCCC1C(C)(C)C
-4.320048592848101,OC[C@@H](c1ccccc1)n1cc(CCc2ccccc2)nn1
-4.32,CCCCCCOC(=O)Oc1ccc(NC(C)=O)cc1
-4.32,Cc1ccc(NS(=O)(=O)c2ccc(N)cc2)c(Cl)c1
-4.32,O=S(=O)(Nc1ccccc1Cl)c1ccccc1
-4.32,S=C=Nc1ccc2ccccc2c1Br
-4.32,c1ccc(-c2ccccc2)cc1
-4.319467492996617,CCOC(=O)Cc1c(C)[nH]c2c(-c3ccccc3)cnn2c1=O
-4.318437354784854,c1ccc(CO[C@@H]2CCC[C@H]2n2cc(-c3nccs3)nn2)cc1
-4.3158,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
-4.315405279413833,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1
-4.314451870472944,O=c1cc(CN2CCCCc3ccccc32)[nH]c2ccnn12
-4.314239653432136,Cc1ccc2c(c1)C(=O)CC1(CCN(C(=O)c3ccc4nc(C)cc(O)c4c3)CC1)O2
-4.314,COc1ccc2ccc(=O)oc2c1CC=C(C)C
-4.3135515372,CCCCOC(=O)/C=C/C(=O)OCCCC
-4.3128,NS(=O)(=O)c1cc2c(cc1Cl)CN(C1CCCCC1)C2=O
-4.3112256046,c1ccc2ccccc2c1
-4.31,CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1
-4.31,CCCCCCCCCCCCCCC(=O)O
-4.31,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl
-4.309381564393546,COc1cc2c(cc1OC)CN(C(=O)C1CCCN(S(=O)(=O)c3cccs3)C1)CC2
-4.309200892455348,O=C(CN1CCCN(c2ccc(C(F)(F)F)cn2)CC1)Nc1ccccc1F
-4.3087,COc1ccc2ccc(=O)oc2c1CC=C(C)C
-4.3079108614,CC(=O)Nc1cccc(Nc2cc(S(=O)(=O)[O-])c(N)c3c2C(=O)c2ccccc2C3=O)c1.[Na+]
-4.306958207795279,Cc1nc(-c2ccc(C)c(O)c2)n(C(C)(C)C)n1
-4.306765367749636,O=C(NC[C@H]1CCN(c2ccccc2)C1)N1CCc2sccc2C1
-4.3063,CCCC(C)CC
-4.30595945264742,COc1ccc(C(=O)Nc2ccc3oc(C)nc3c2)c(OC)c1
-4.3056,CC(C)OC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1
-4.3048554438,CCC1(C)OOC(C)(CC)OOC(C)(CC)OO1
-4.3037,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C
-4.3024184304422946,Cc1cnc(Cl)nc1-c1ccc(N(Cc2ccc(CNC(=O)C(F)F)cc2)C(=O)c2ccc(O)cc2O)cc1
-4.301750921811587,CNC(=O)c1ccc(CN(C)c2c(F)cc(C#N)cc2F)cc1
-4.3017,CN(C)CCCN1c2ccccc2Sc2ccccc21
-4.3009,Cc1cc(O)c(Cc2ccccc2)c(C)c1Cl
-4.300746059132085,COc1ccc(C)cc1NC(=O)CN1CCc2ccccc2C1
-4.3005,CCOC(=O)CCN(Cc1ccccc1)SN(C)C(=O)O/N=C(/C)SC
-4.3,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C
-4.3,CC(C)Oc1ccc(C(=O)NS(=O)(=O)c2ccc(N)cc2)cc1
-4.3,CC1CCCCC1C
-4.3,COc1ccc2cc(C(C)C(=O)OCCOC(=O)CN3CCOCC3)ccc2c1
-4.3,Cc1ccc(S(=O)(=O)NC(=O)Nc2nccc(Nc3ccc(S(N)(=O)=O)cc3)n2)cc1
-4.3,O=C(Oc1cccc(N=C=S)c1)c1cccnc1
-4.2973358545,CC(=O)O[C@@H]1CCCC[C@@H]1C(C)(C)C
-4.296805043,CCCCCC(=O)OC(=O)CCCCC
-4.2929,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
-4.292371337655766,Fc1cccc(Oc2nnnn2-c2ccccc2)c1
-4.2923134549,C=C1CCC2CC1C2(C)C
-4.2918,COc1ccc(Cl)c(Cl)c1Cl
-4.2909341502,CC(C)(C)OOC(C)(C)c1ccccc1
-4.2907290827239635,CN(Cc1cnccn1)C(=O)c1cc(-c2ccc(F)cc2)on1
-4.2907,Cc1cc(C)c2ccccc2c1
-4.2901,CCc1ccc2ccccc2c1
-4.29,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1
-4.29,CC(C)OC(=O)CC(C(=O)OC(C)C)S(=O)(=O)c1ccc([N+](=O)[O-])cc1
-4.29,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1
-4.29,CCc1ccc2ccccc2c1
-4.29,Cc1cc(C)c2ccccc2c1
-4.29,Cc1ccc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)nc1
-4.28895858441485,Cc1nnnn1CCN(C)c1ccccc1
-4.2880954894238315,CC(C)(O)CNc1ncc(-c2ccnc(Nc3ccnc(Cl)c3)n2)c(CC2CC2)n1
-4.2873429345,CC1=CCC(=C(C)C)CC1
-4.2870640225,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
-4.2868907228,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl
-4.2860000000000005,CC(C)N(C(=O)SCC(Cl)=CCl)C(C)C
-4.285950013389424,COc1ccc2c(c1)C=C(CN1CCC(c3cc(-c4ccc(N)nc4)cc(C)n3)CC1)CO2
-4.285895804,[S-]c1nc2ccccc2s1.[S-]c1nc2ccccc2s1.[Zn+2]
-4.2856,CC(C)N(C(=O)SC/C(Cl)=C/Cl)C(C)C
-4.2850368969,CC(C)CCCCCOC(=O)CS
-4.284710785279618,NCCN1CCN(C/C=C/C(=O)N2CCC[C@@H](n3nc(-c4ccc(Oc5ccccc5)cc4)c4c(N)ncnc43)C2)CC1
-4.2834,Cc1[nH]c(C)c(Cl)c(=O)c1Cl
-4.2832448390249045,COc1ccc(N2N=C(C)/C(=C(\C)Nc3ccc(S(N)(=O)=O)cc3)C2=O)cc1
-4.283229940517267,COc1ccc(CCn2c(C)c3c(=O)n(-c4nc5ccccc5s4)[nH]c3cc2=O)cc1
-4.2832046138,C=CC(=O)OCC(CC)CCCC
-4.2822,C=C(CC(Cl)(Cl)Cl)c1ccccc1
-4.282193321738665,NC(=O)Cn1nnc(-c2ccccc2F)n1
-4.281954413,N#CCCN(CCC#N)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2Cl)cc1
-4.281734588444974,CC(C)C[C@@H](CO)n1cc(-c2ccccc2Cn2cccn2)nn1
-4.281694517,CCC(CC)CC1(C(=O)O)CCCCC1
-4.2808,CCC(C)C(C)C
-4.2803774265856624,CC(C)(C)C(=O)N1CCC(Cc2ccc(-c3cccs3)cc2)(C(=O)N2CCCC2)CC1
-4.2803415835,CC(=O)OCCN(CCC#N)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1
-4.28,CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12
-4.28,CC(C)(C)NC(=O)C1N(C(=O)C(O)C(Cc2ccccc2)NC(=O)c2ccc(Cl)cc2)CSC1(C)C
-4.28,CCC(C)C(C)C
-4.28,CCc1nc2nc(N)[nH]c(=O)c2nc1CC
-4.28,COc1ccc2[nH]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2c1
-4.28,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
-4.2798,CCCN(CCC)C(=O)SCc1ccccc1
-4.2793,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
-4.278492292953459,O=C(COc1ccc2ccc(=O)oc2c1)Nc1cccc(COCc2ccco2)c1
-4.2773,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12
-4.276734808120471,Cc1c(C(=O)NCCCN(C)C)sc2ncnc(Nc3ccc(F)cc3OC(C)C)c12
-4.2747784981,CCOC(=O)CCSP(=S)(OC(C)C)OC(C)C
-4.2741998714826845,CN1C(=O)N(CC(=O)Nc2ccccc2-c2ccccc2)C(=O)C1(C)C
-4.2738226156890065,Cc1noc([C@@H]2C[C@H](NC(=O)c3ccc(F)cc3)CN2C)n1
-4.273357320596235,Cc1ccc(C(=O)N2CCC(Cc3ccccc3-c3ccccc3)(C(=O)N(C)C)CC2)s1
-4.273101107544218,COc1ccc2c(c1)C=C(CN1CCC(c3cc(-c4cncnc4)cc(C)n3)CC1)CO2
-4.2727,CCOC(=O)C(Cl)Cc1cc(-n2nc(C)n(C(F)F)c2=O)c(F)cc1Cl
-4.2719,C[C@@H]1CCCC[C@@H]1C
-4.271,CCOC(=O)C1=NN(c2ccc(Cl)cc2Cl)C(C)(C(=O)OCC)C1
-4.2703037605,CCCCCCOCCCCCC
-4.270050784957313,CC(C)(C=C(C#N)C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1)N1CCN(C2COC2)CC1
-4.27,Cc1ccc2ccccc2c1[N+](=O)[O-]
-4.27,O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O
-4.27,S=C=Nc1ccc(Br)cc1
-4.2694754438329,CCC(=O)NCCNC(=O)c1cc(-c2ccccc2)nc2ccccc12
-4.2686,O=S(=O)(Cl)c1ccc(I)cc1
-4.2678384404787995,Cc1sc2ncnc(OCC(=O)NC3CCCCC3)c2c1C
-4.267572266923947,CCOc1cc(CNc2ccc(N3CCOCC3)c(C(=O)O)c2)cc(Cl)c1OC
-4.2668,CCCCC(O)(Cn1cncn1)c1ccc(Cl)cc1Cl
-4.266633084835421,CC1(C)COCCN1Cc1cnn(-c2ccccc2)n1
-4.266541704860376,NC(=O)Cn1nnc(-c2ccccc2)n1
-4.266009971740998,Cc1n[nH]c(C)c1Cc1ccc(NCCC(C)C)cc1
-4.2654725569635925,Cn1nc(-c2cn(Cc3ccc(CO)cc3)nn2)c2c(Cl)cccc21
-4.2627,CCOC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(Cl)c(Cl)c1
-4.2617516212,CCOc1ccc(Nc2ccc(S(=O)(=O)N(C)C)cc2[N+](=O)[O-])cc1
-4.2616951793,O=C1CCCCCCCCCCCC(=O)OCCO1
-4.261557337092114,Clc1ccc(C2(c3ccc(-c4cn[nH]c4)cc3)CCNCC2)cc1
-4.260768927282536,O=C1NCC2(C/C=C/CCOc3ccccc31)CCN(C(=O)c1ccc3[nH]nnc3c1)CC2
-4.2605,CC(C)CC(C)C
-4.2605,CC(C)OC(=O)C1(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)CC1
-4.260221958604065,Cc1cc(C)nc(NCc2cnc(C)c(C)c2)n1
-4.26,C=C(C)C1CC=C(C)CC1
-4.26,CC(C)(C)C(=O)OCn1cnc2c(cnn2COC(=O)C(C)(C)C)c1=O
-4.26,CC(C)CC(C)C
-4.26,CCN(CC)C(=O)/C(C#N)=C\c1cc(O)c(O)c([N+](=O)[O-])c1
-4.26,CCOc1ccc(N=C=S)cc1
