SMILES,CASRN,EXTERNALID,N,NAME,ARTICLEID,PUBMEDID,PAGE,TABLE,Solubility_log(mol/L),UNIT {Water solubility},"Water solubility {measured, converted}",UNIT {Water solubility}.1,Dataset,Temperature,UNIT {Temperature},Ionic strength,UNIT {Ionic strength},comment (chemical),source,pH,UNIT {pH}
C1=C(OC)C=C2C(CC(=O)O)=C(C)N(C(=O)C=CC3=CC=CC=C3)C2=C1,-,-,146,cinmetacin,A165,18484495,-,2,-5.54,log(mol/L),5.54,-log(M),Train,,-,,-,,,,-
C1=CC(O)=C2C(=O)C3=C(O)C4(O)C(=O)C(C(=O)N)=C(O)C(N(C)C)C4CC3C(O)C2=C1Cl,-,-,147,demeclocycline,A165,18484495,-,2,-2.52,log(mol/L),2.52,-log(M),Train,,-,,-,,,,-
COC1=CC=C2C(OC(=O)C2=C1OC)C3N(C)CCC4=CC=5OCOC5C=C34,-,-,148,hydrastine,A165,18484495,-,2,-4.11,log(mol/L),4.11,-log(M),Train,,-,,-,,,,-
O=C1N2C3=C(C45C6N(CC4)CC=7C(C(C(OCC7)C1)C25)C6)C=CC=C3,-,-,149,strychnine,A165,18484495,-,2,-3.37,log(mol/L),3.37,-log(M),Train,,-,,-,,,,-
C1=CC=C2SC3=CC=C(C#N)C=C3N(CCCN4CCC(O)CC4)C2=C1,-,-,150,Pericyazine,A165,18484495,-,2,-3.98,log(mol/L),3.98,-log(M),Train,,-,,-,,,,-
CN1CCN(CCCN2C3=CC=CC=C3SC4=CC=C(C=C24)C(F)(F)F)CC1,-,-,151,Trifluoperazine,A165,18484495,-,2,-4.52,log(mol/L),4.52,-log(M),Train,,-,,-,,,,-
OCCN1CCN(CCCN2C3=CC=CC=C3SC4=CC=C(Cl)C=C24)CC1,-,-,152,Perphenazine,A165,18484495,-,2,-4.15,log(mol/L),4.15,-log(M),Train,,-,,-,,,,-
CC12CC(O)C3(F)C(CCC4=CC(=O)C=CC34C)C1CC(O)C2(O)C(=O)CO,-,-,153,triamcinolone,A165,18484495,-,2,-3.69,log(mol/L),3.69,-log(M),Train,,-,,-,,,,-
C1C(=O)C=C2CCC3C4CCC(O)(C#C)C4(C)CCC3C2(C)C1,-,-,154,ethisterone,A165,18484495,-,2,-5.8,log(mol/L),5.8,-log(M),Train,,-,,-,,,,-
O=C(C1C2(C(C3C(C4(C(CC3)=CC(=O)CC4)C)CC2)CC1)C)C,-,-,155,progesterone,A165,18484495,-,2,-4.6,log(mol/L),4.6,-log(M),Train,,-,,-,,,,-
C1C(O)CC2=CCC3C4CCC(C(=O)C)C4(C)CCC3C2(C)C1,-,-,156,pregnenolone,A165,18484495,-,2,-4.65,log(mol/L),4.65,-log(M),Train,,-,,-,,,,-
O1C(=O)C(C(C2=C(O)C=3C(OC2=O)=CC=CC3)C(OCC)=O)=C(O)C=4C1=CC=CC4,-,-,157,ethyl biscoumacetate,A165,18484495,-,2,-3.66,log(mol/L),3.66,-log(M),Train,,-,,-,,,,-
OC12C(C(O)C3C(C1=O)=C(O)C4=C(C3=C)C=CC=C4O)C(N(C)C)C(=O)C(=C2O)C(=O)N,-,-,158,Methacycline,A165,18484495,-,2,-1.77,log(mol/L),1.77,-log(M),Train,,-,,-,,,,-
ClC1=C2C(O)(C3CC4C(O)(C(=O)C3=C(O)C2=C(O)C=C1)C(O)=C(C(=O)C4N(C)C)C(=O)N)C,-,-,159,chlortetracycline,A165,18484495,-,2,-2.88,log(mol/L),2.88,-log(M),Train,,-,,-,,,,-
COC1=CC=C2C(OC(=O)C2=C1OC)C3N(C)CCC4=CC=5OCOC5C(OC)=C34,-,-,160,noscapine,A165,18484495,-,2,-3.14,log(mol/L),3.14,-log(M),Train,,-,,-,,,,-
OC12C(CC3C(O)(C4=C(C(=O)C3=C1O)C(O)=CC=C4)C)C(N(C)C)C(O)=C(C2=O)C(=O)N,-,-,161,tetracycline,A165,18484495,-,2,-3.0,log(mol/L),3.0,-log(M),Train,,-,,-,,,,-
OC1C2C(O)(C(=O)C=3C1C(O)(C4=C(C3O)C(O)=CC=C4)C)C(O)=C(C(=O)C2N(C)C)C(=O)N,-,-,162,oxytetracycline,A165,18484495,-,2,-3.17,log(mol/L),3.17,-log(M),Train,,-,,-,,,,-
OCCN1CCN(CCCN2C3=CC=CC=C3SC4=CC=C(C=C24)C(F)(F)F)CC1,-,-,163,Fluphenazine,A165,18484495,-,2,-4.15,log(mol/L),4.15,-log(M),Train,,-,,-,,,,-
C1(=O)C=C2CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C3(F)C2(C)C=C1,-,-,164,Dexamethasone,A165,18484495,-,2,-3.64,log(mol/L),3.64,-log(M),Train,,-,,-,,,,-
O=C(OC1C2(C(C3C(C4(C(=CC(=O)CC4)CC3)C)CC2)CC1)C)CC,-,-,165,testosterone propionate,A165,18484495,-,2,-5.37,log(mol/L),5.37,-log(M),Train,,-,,-,,,,-
NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC3OC(CO)C(O)C(N)C3O,-,-,166,amikacin,A165,18484495,-,2,-0.5,log(mol/L),0.5,-log(M),Train,,-,,-,,,,-
O=C1N2C3=C(C45C6N(CC4)CC=7C(C(C(OCC7)C1)C25)C6)C=C(OC)C(OC)=C3,-,-,167,brucine,A165,18484495,-,2,-2.9,log(mol/L),2.9,-log(M),Train,,-,,-,,,,-
O=C1C=C2C(Cl)=CC3C4CCC(C(=O)C)(OC(=O)C)C4(C)CCC3C2(C)C=C1,-,-,168,delmadinone acetate,A165,18484495,-,2,-4.95,log(mol/L),4.95,-log(M),Train,,-,,-,,,,-
CC(=O)OCCN1CCN(CCCN2C3=CC=CC=C3SC4=CC=C(Cl)C=C24)CC1,-,-,169,thiopropazate,A165,18484495,-,2,-4.7,log(mol/L),4.7,-log(M),Train,,-,,-,,,,-
C1=C(Cl)C=CC(OC)=C1C(=O)NCCC2=CC=C(S(=O)(=O)NC(=O)NC3CCCCC3)C=C2,-,-,170,glyburide,A165,18484495,-,2,-5.09,log(mol/L),5.09,-log(M),Train,,-,,-,,,,-
C1C(=O)C=C2C(C)=CC3C4CCC(C(=O)C)(C)C4(C)CCC3C2(C)C1,-,-,171,medrogestone,A165,18484495,-,2,-5.27,log(mol/L),5.27,-log(M),Train,,-,,-,,,,-
C1=CC=CC=C1C(C2=CC=CC=C2)CCNC(C)CC3=CC=CC=C3,-,-,172,Prenylamine,A165,18484495,-,2,-3.82,log(mol/L),3.82,-log(M),Train,,-,,-,,,,-
O=C1C=C2CCC3C4CC5OC(C)(C)OC5(C(=O)CO)C4(C)CC(O)C3(F)C2(C)C=C1,-,-,173,triamcinolone acetonide,A165,18484495,-,2,-4.32,log(mol/L),4.32,-log(M),Train,,-,,-,,,,-
O=C1OC2(C3(C(C4C(C5(C(=CC(=O)CC5)CC4SC(=O)C)C)CC3)CC2)C)CC1,-,-,174,spironolactone,A165,18484495,-,2,-4.28,log(mol/L),4.28,-log(M),Train,,-,,-,,,,-
OC12C(CC3C(O)(C4=C(C(O)=C3C1=O)C(O)=CC=C4)C)C(N(C)C)C(=O)C(=C2O)C(=O)NCN5CCCC5,-,-,175,rolitetracycline,A165,18484495,-,2,-1.42,log(mol/L),1.42,-log(M),Train,,-,,-,,,,-
C1C(=O)C=C2CCC3C4CCC(O)(C(=O)COC(=O)CC(C)(C)C)C4(C)CC(O)C3C2(C)C1,-,-,176,hydrocortisone tebutate,A165,18484495,-,2,-5.51,log(mol/L),5.51,-log(M),Train,,-,,-,,,,-
OC1CCC2(C(=CCC3C4C(C(CC4)C(CCCC(C)C)C)(CCC23)C)C1)C,-,-,177,Cholesterol,A165,18484495,-,2,-7.0,log(mol/L),7.0,-log(M),Train,,-,,-,,,,-
O=C(O)C=CC=CC,-,-,178,sorbic acid,A165,18484495,-,2,-1.77,log(mol/L),1.77,-log(M),Train,,-,,-,,,,-
O=C(C1=CC=C(O)C=C1)OCCC,-,-,179,Propylparaben,A165,18484495,-,2,-2.56,log(mol/L),2.56,-log(M),Train,,-,,-,,,,-
CC(=O)NC1=CC=C(OCC)C=C1,-,-,180,phenacetin,A165,18484495,-,2,-2.35,log(mol/L),2.35,-log(M),Train,,-,,-,,,,-
OC1CCN2C1=NC=3C(C2=O)=CC=CC3,-,-,181,vasicinone,A165,18484495,-,2,-2.07,log(mol/L),2.07,-log(M),Train,,-,,-,,,,-
O=C(OCCCC)C1=CC=C(N)C=C1,-,-,182,Butamben,A165,18484495,-,2,-2.92,log(mol/L),2.92,-log(M),Train,,-,,-,,,,-
C1=CC=CC=C1S(=O)(=O)NC(=O)NCCCC,-,-,183,phenbutamide,A165,18484495,-,2,-3.05,log(mol/L),3.05,-log(M),Train,,-,,-,,,,-
CCC1(C(=O)NC(=O)NC1=O)C2=CCCCCC2,-,-,184,heptabarbital,A165,18484495,-,2,-2.85,log(mol/L),2.85,-log(M),Train,,-,,-,,,,-
OCC(CO)(CO)CO,-,-,185,Pentaerythritol,A165,18484495,-,2,-0.36,log(mol/L),0.36,-log(M),Train,,-,,-,,,,-
O=C1OC2C=3C(C=CC(=O)C3C)(CCC2C1C)C,-,-,186,santonin,A165,18484495,-,2,-3.09,log(mol/L),3.09,-log(M),Train,,-,,-,,,,-
CC1=CC=C2N=C(N(C)C)N3C(=O)C(CCC)C(=O)N3C2=C1,-,-,187,Apazone,A165,18484495,-,2,-3.54,log(mol/L),3.54,-log(M),Train,,-,,-,,,,-
CC(CCC(O)=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,-,-,188,Lithocholic Acid,A165,18484495,-,2,-6.0,log(mol/L),6.0,-log(M),Train,,-,,-,,,,-
O=C(O)CCCCCN,-,-,189,6-Aminocaproic Acid,A165,18484495,-,2,0.59,log(mol/L),-0.59,-log(M),Train,,-,,-,,,,-
O=C1C=C2CCC3C4CCC(O)(C(=O)COC(=O)C(C)(C)C)C4(C)CC(O)C3C2(C)C=C1,-,-,190,Prednisolone 21-Trimethylacetate,A165,18484495,-,2,-4.6,log(mol/L),4.6,-log(M),Train,,-,,-,,,,-
O=C1NC(=O)CC1,-,-,191,succinimide,A165,18484495,-,2,0.15,log(mol/L),-0.15,-log(M),Train,,-,,-,,,,-
N1C=2C(C(CC(N)CC)=C1)=CC=CC2,-,-,55,etryptamine,A165,18484495,-,2,-2.6,log(mol/L),2.6,-log(M),Train,,-,,-,,,,-
O1C2C34C5(CC(C2(OC)CC5)C(O)(C(C)(C)C)C)C(N(CC3)CC6CC6)CC7=C4C1=C(O)C=C7,-,-,29,Buprenorphine,A165,18484495,-,3,-4.37,log(mol/L),4.37,-log(M),Test 1,,-,,-,,,,-
O1C(N2C=C(C(=O)NC2=O)C)CC(N=[N+]=[N-])C1CO,-,-,173,Zidovudine,A165,18484495,-,3,-1.03,log(mol/L),1.03,-log(M),Test 1,,-,,-,,,,-
C12C3CCC4=CC5=C(C=NO5)CC4(C)C3CCC1(C)C(O)(C#C)CC2,-,-,48,Danazol,A165,18484495,-,3,-5.51,log(mol/L),5.51,-log(M),Test 1,,-,,-,,,,-
CC(NCC(COC1=CC=CC2=C1C=CN2)O)C,-,-,125,Pindolol,A165,18484495,-,3,-3.93,log(mol/L),3.93,-log(M),Test 1,,-,,-,,,,-
C=12N(CC3=CC=CC=C3)N=C(OCCCN(C)C)C1C=CC=C2,-,-,23,Benzydamine,A165,18484495,-,3,-3.78,log(mol/L),3.78,-log(M),Test 1,,-,,-,,,,-
O(C1=CC(NC(CCCN)C)=C2N=CC=CC2=C1)C,-,-,130,Primaquine,A165,18484495,-,3,-2.77,log(mol/L),2.77,-log(M),Test 1,,-,,-,,,,-
C=12N=CN=C(N)C1C=CN2C3OC(CO)C(O)C3O,-,-,169,tubercidin,A165,18484495,-,3,-1.95,log(mol/L),1.95,-log(M),Test 1,,-,,-,,,,-
C1=C(Br)C=C2C(C3=NC=CC=C3)=NCC(=O)NC2=C1,-,-,27,Bromazepam,A165,18484495,-,3,-3.48,log(mol/L),3.48,-log(M),Test 1,,-,,-,,,,-
C1=C(C(=O)O)C(O)=CC=C1C2=C(F)C=C(F)C=C2,-,-,52,Diflunisal,A165,18484495,-,3,-4.48,log(mol/L),4.48,-log(M),Test 1,,-,,-,,,,-
C1C2C(N)C2CN1C3=C(F)C=C4C(=O)C(C(=O)O)=CN(C5=C(F)C=C(F)C=C5)C4=N3,-,-,168,Trovafloxacin,A165,18484495,-,3,-4.53,log(mol/L),4.53,-log(M),Test 1,,-,,-,,,,-
C1=CC(Cl)=CC=C1C(CN)CC(=O)O,-,-,19,Baclofen,A165,18484495,-,3,-1.7,log(mol/L),1.7,-log(M),Test 1,,-,,-,,,,-
C1CC(N2C3=CC=CC=C3NC2=O)CCN1CCCC(=O)C4=CC=C(F)C=C4,-,-,20,Benperidol,A165,18484495,-,3,-4.28,log(mol/L),4.28,-log(M),Test 1,,-,,-,,,,-
C1=CC(NS(=O)(=O)C)=CC=C1C(O)CCCN(CC)CCCCCCC,-,-,76,Ibutilide,A165,18484495,-,3,-1.81,log(mol/L),1.81,-log(M),Test 1,,-,,-,,,,-
C1=CC(S(=O)(=O)C)=CC=C1C(O)C(CO)NC(=O)C(Cl)Cl,-,-,157,Thiamphenicol,A165,18484495,-,3,-2.15,log(mol/L),2.15,-log(M),Test 1,,-,,-,,,,-
C1CC2=CC(CO)=C(N(=O)=O)C=C2NC1CNC(C)C,-,-,114,Oxamniquine,A165,18484495,-,3,-2.97,log(mol/L),2.97,-log(M),Test 1,,-,,-,,,,-
C1=CC=2N3C(C)=NN=C3CN=C(C4=C(Cl)C=CC=C4)C2C=C1Cl,-,-,163,Triazolam,A165,18484495,-,3,-4.09,log(mol/L),4.09,-log(M),Test 1,,-,,-,,,,-
C1=CC=2OC(=O)C=CC2C=C1,-,-,45,Coumarin,A165,18484495,-,3,-1.89,log(mol/L),1.89,-log(M),Test 1,,-,,-,,,,-
C1=CC=C(C)C=C1NC(=O)OC2=CC=CC(NC(=O)OC)=C2,-,-,123,Phenmedipham,A165,18484495,-,3,-4.8,log(mol/L),4.8,-log(M),Test 1,,-,,-,,,,-
C1=CC=C(Cl)C(Cl)=C1C2C(C(=O)OC)=C(C)NC(C)=C2C(=O)OCC,-,-,61,felodipine,A165,18484495,-,3,-5.89,log(mol/L),5.89,-log(M),Test 1,,-,,-,,,,-
C1=CC=C2C(=O)NC3=C(C)C=CN=C3N(C4CC4)C2=N1,-,-,139,Nevirapine,A165,18484495,-,3,-3.19,log(mol/L),3.19,-log(M),Test 1,,-,,-,,,,-
ClC1=CC=2C(OC(=O)NC2C=C1)(C#CC3CC3)C(F)(F)F,-,-,56,Efavirenz,A165,18484495,-,3,-4.57,log(mol/L),4.57,-log(M),Test 1,,-,,-,,,,-
OC(CN1C(CN(CC1)CC=2C=CC=NC2)C(=O)NC(C)(C)C)CC(C(=O)NC3C(O)CC=4C3=CC=CC4)CC5=CC=CC=C5,-,-,79,Indinavir,A165,18484495,-,3,-3.94,log(mol/L),3.94,-log(M),Test 1,,-,,-,,,,-
C1=CC=C2CN(C3=CC=C(C(C)C(=O)O)C=C3)C(=O)C2=C1,-,-,80,Indoprofen,A165,18484495,-,3,-4.82,log(mol/L),4.82,-log(M),Test 1,,-,,-,,,,-
S1C(C(OC(=O)C)C(=O)N(CCN(C)C)C=2C1=CC=CC2)C3=CC=C(OC)C=C3,-,-,53,Diltiazem,A165,18484495,-,3,-2.95,log(mol/L),2.95,-log(M),Test 1,,-,,-,,,,-
C1=CC=C2N(NC(=O)C3=CC(S(=O)(=O)N)=C(Cl)C=C3)C(C)CC2=C1,-,-,78,Indapamide,A165,18484495,-,3,-3.79,log(mol/L),3.79,-log(M),Test 1,,-,,-,,,,-
C1=CC=C2N=C3C=C(NC4=CC=C(Cl)C=C4)C(=NC(C)C)C=C3N(C5=CC=C(Cl)C=C5)C2=C1,-,-,42,Clofazimine,A165,18484495,-,3,-5.8,log(mol/L),5.8,-log(M),Test 1,,-,,-,,,,-
O=C(NC(C)(C)C)C1N(CC2C(C1)CCCC2)CC(O)C(NC(=O)C(NC(=O)C3=NC=4C(C=C3)=CC=CC4)CC(=O)N)CC5=CC=CC=C5,-,-,141,saquinavir,A165,18484495,-,3,-4.33,log(mol/L),4.33,-log(M),Test 1,,-,,-,,,,-
C1=CC=C2SC(C(C)N(O)C(=O)N)=CC2=C1,-,-,174,Zileuton,A165,18484495,-,3,-3.37,log(mol/L),3.37,-log(M),Test 1,,-,,-,,,,-
FC1=C(C(O)(CN2N=CN=C2)CN3N=CN=C3)C=CC(F)=C1,-,-,63,Fluconazole,A165,18484495,-,3,-1.8,log(mol/L),1.8,-log(M),Test 1,,-,,-,,,,-
C1=CC=CC=C1C(O)(C2=CC=CC=C2)C3CCN(CC3)CCCC(O)C4=CC=C(C(C)(C)C)C=C4,-,-,153,Terfenadine,A165,18484495,-,3,-6.09,log(mol/L),6.09,-log(M),Test 1,,-,,-,,,,-
O(C(C(CN(C)C)C)(CC1=CC=CC=C1)C2=CC=CC=C2)C(=O)CC,-,-,133,Propoxyphene,A165,18484495,-,3,-5.01,log(mol/L),5.01,-log(M),Test 1,,-,,-,,,,-
C1=CC=CC=C1CCC(C(=O)OCC)NC(C)C(=O)N2C(C(=O)O)CCC2,-,-,57,enalapril,A165,18484495,-,3,-1.36,log(mol/L),1.36,-log(M),Test 1,,-,,-,,,,-
C1=CC=CC=C1CNC(=O)CN2C(N(=O)=O)=NC=C2,-,-,21,benznidazole,A165,18484495,-,3,-2.81,log(mol/L),2.81,-log(M),Test 1,,-,,-,,,,-
C1=CC=CC=C1N2C(=O)C(N(C)C)=C(C)N2C,-,-,10,Aminopyrine,A165,18484495,-,3,-0.62,log(mol/L),0.62,-log(M),Test 1,,-,,-,,,,-
S1C2N(C(=O)C2NC(=O)C(=NOC(C)(C)C(O)=O)C=3N=C(SC3)N)C(=C(C1)C[N+]4=CC=CC=C4)C([O-])=O,-,-,36,Ceftazidime,A165,18484495,-,3,-2.04,log(mol/L),2.04,-log(M),Test 1,,-,,-,,,,-
ON1C(N)=CC(N2CCCCC2)=NC1=N,-,-,100,Minoxidil,A165,18484495,-,3,-2.04,log(mol/L),2.04,-log(M),Test 1,,-,,-,,,,-
C1CN(CCC2=CC=CS2)CCC1(COC)N(C(=O)CC)C3=CC=CC=C3,-,-,146,sufentanil,A165,18484495,-,3,-3.71,log(mol/L),3.71,-log(M),Test 1,,-,,-,,,,-
C1=CN(C=N1)C(C2=CC=CC=C2)C3=CC=C(C=C3)C4=CC=CC=C4,-,-,25,Bifonazole,A165,18484495,-,3,-5.85,log(mol/L),5.85,-log(M),Test 1,,-,,-,,,,-
C1CNC(C)CN1C2=C(F)C=C3C(=O)C(C(=O)O)=CN(CC)C3=C2F,-,-,85,Lomefloxacin,A165,18484495,-,3,-2.53,log(mol/L),2.53,-log(M),Test 1,,-,,-,,,,-
C1CNCCN1C2=CC=3N(C4CC4)C=C(C(=O)O)C(=O)C3C=C2F,-,-,41,Ciprofloxacin,A165,18484495,-,3,-3.73,log(mol/L),3.73,-log(M),Test 1,,-,,-,,,,-
C1CNCCN1C2=CC=3N(CC)C=C(C(=O)O)C(=O)C3C=C2F,-,-,112,Norfloxacin,A165,18484495,-,3,-3.06,log(mol/L),3.06,-log(M),Test 1,,-,,-,,,,-
C1COCCN1C2=C(F)C=C(N3C(=O)OC(CNC(=O)C)C3)C=C2,-,-,84,Linezolid,A165,18484495,-,3,-2.07,log(mol/L),2.07,-log(M),Test 1,,-,,-,,,,-
OC1=C2C=NNC2=NC=N1,-,-,4,allopurinol,A165,18484495,-,3,-2.45,log(mol/L),2.45,-log(M),Test 1,,-,,-,,,,-
C1=NN=NN1CC(=O)NC2C(=O)N3C(C(=O)O)=C(CSC4=NN=C(C)S4)CSC23,-,-,35,Cefazolin,A165,18484495,-,3,-2.62,log(mol/L),2.62,-log(M),Test 1,,-,,-,,,,-
C1OCCC1OC(=O)NC(CC2=CC=CC=C2)C(O)CN(CC(C)C)S(=O)(=O)C3=CC=C(N)C=C3,-,-,12,Amprenavir,A165,18484495,-,3,-4.0,log(mol/L),4.0,-log(M),Test 1,,-,,-,,,,-
S(O[H])(=O)(=O)N1C(C(N(C(=O)C(=NOC(C([H])([H])[H])(C([H])([H])[H])C(O[H])=O)C=2N=C(SC2[H])N([H])[H])[H])(C1=O)[H])(C([H])([H])[H])[H],-,-,18,Aztreonam,A165,18484495,-,3,-1.64,log(mol/L),1.64,-log(M),Test 1,,-,,-,,,,-
CC(=O)CCCCN1C(=O)N(C)C=2N=CN(C)C2C1=O,-,-,121,Pentoxifylline,A165,18484495,-,3,-0.56,log(mol/L),0.56,-log(M),Test 1,,-,,-,,,,-
CC(C)(C)NCC(O)COC1=CC=CC=2CC(O)C(O)CC12,-,-,102,Nadolol,A165,18484495,-,3,-1.01,log(mol/L),1.01,-log(M),Test 1,,-,,-,,,,-
CC(C)C1=NC(CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(O)C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)=CS1,-,-,138,Ritonavir,A165,18484495,-,3,-5.16,log(mol/L),5.16,-log(M),Test 1,,-,,-,,,,-
CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,-,-,15,atenolol,A165,18484495,-,3,-1.3,log(mol/L),1.3,-log(M),Test 1,,-,,-,,,,-
CC(C)NCC(O)COC1=CC=CC=2C=CC=CC12,-,-,134,Propranolol,A165,18484495,-,3,-3.62,log(mol/L),3.62,-log(M),Test 1,,-,,-,,,,-
CC(C)NCC(O)COC1=CC=CC=C1CC=C,-,-,7,Alprenolol,A165,18484495,-,3,-2.82,log(mol/L),2.82,-log(M),Test 1,,-,,-,,,,-
CC12CC(O)C3(F)C(CCC4=CC(=O)CCC43C)C1CCC2(O)C(=O)CO,-,-,65,fludrocortisone,A165,18484495,-,3,-3.43,log(mol/L),3.43,-log(M),Test 1,,-,,-,,,,-
CC1=C(CC(O)=O)C2=CC(F)=CC=C2C1=CC3=CC=C(C=C3)S(C)=O,-,-,149,Sulindac,A165,18484495,-,3,-5.0,log(mol/L),5.0,-log(M),Test 1,,-,,-,,,,-
CC1C2CC3=CC=C(O)C=C3C1(C)CCN2CC=C(C)C,-,-,120,Pentazocine,A165,18484495,-,3,-3.8,log(mol/L),3.8,-log(M),Test 1,,-,,-,,,,-
CCC(C)(C)C(=O)OC1CC(C)C=C2C1C(C(C=C2)C)CCC3OC(=O)CC(O)C3,-,-,143,Simvastatin,A165,18484495,-,3,-6.0,log(mol/L),6.0,-log(M),Test 1,,-,,-,,,,-
CCC(C)C(=O)OC1CC(C)C=C2C1C(C(C=C2)C)CCC3OC(=O)CC(O)C3,-,-,87,Lovastatin,A165,18484495,-,3,-6.0,log(mol/L),6.0,-log(M),Test 1,,-,,-,,,,-
CCC(CO)NCCNC(CC)CO,-,-,59,Ethambutol,A165,18484495,-,3,0.55,log(mol/L),-0.55,-log(M),Test 1,,-,,-,,,,-
CCC1(CC)C(=O)NCC(C)C1=O,-,-,95,Methyprylon,A165,18484495,-,3,-0.38,log(mol/L),0.38,-log(M),Test 1,,-,,-,,,,-
CCCCC1C(=O)N(N(C1=O)C2=CC=C(O)C=C2)C3=CC=CC=C3,-,-,116,oxyphenbutazone,A165,18484495,-,3,-3.73,log(mol/L),3.73,-log(M),Test 1,,-,,-,,,,-
CCCCCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O,-,-,135,Prostaglandin_E2,A165,18484495,-,3,-2.47,log(mol/L),2.47,-log(M),Test 1,,-,,-,,,,-
CCN(CC)CCNC(=O)C1=CC(Cl)=C(N)C=C1OC,-,-,96,Metoclopramide,A165,18484495,-,3,-3.18,log(mol/L),3.18,-log(M),Test 1,,-,,-,,,,-
CCN1CCCC1CNC(=O)C2=CC(=CC=C2OC)S(N)(=O)=O,-,-,150,sulpiride,A165,18484495,-,3,-2.88,log(mol/L),2.88,-log(M),Test 1,,-,,-,,,,-
CN(C)C1C2CC3CC4=C(C=CC(O)=C4C(=O)C3=C(O)C2(O)C(=O)C(=C1O)C(N)=O)N(C)C,-,-,99,Minocycline,A165,18484495,-,3,-0.94,log(mol/L),0.94,-log(M),Test 1,,-,,-,,,,-
CN1C(=O)N(C)C=2N=CN(C)C2C1=O,-,-,32,Caffeine,A165,18484495,-,3,-0.88,log(mol/L),0.88,-log(M),Test 1,,-,,-,,,,-
CN1CCC23C4OC5=C(OC(C)=O)C=CC(CC1C2C=CC4OC(C)=O)=C35,-,-,72,Heroin,A165,18484495,-,3,-2.8,log(mol/L),2.8,-log(M),Test 1,,-,,-,,,,-
CN1C(CCl)NC2=CC(Cl)=C(C=C2S1(=O)=O)S(N)(=O)=O,-,-,94,Methyclothiazide,A165,18484495,-,3,-3.78,log(mol/L),3.78,-log(M),Test 1,,-,,-,,,,-
CNC(NC#N)=NCCSCC1=C(C)NC=N1,-,-,40,Cimetidine,A165,18484495,-,3,-1.61,log(mol/L),1.61,-log(M),Test 1,,-,,-,,,,-
COC(=O)C1=C(C)NC(=C(C1C2=CC=CC=C2N(=O)=O)C(=O)OC)C,-,-,105,Nifedipine,A165,18484495,-,3,-4.76,log(mol/L),4.76,-log(M),Test 1,,-,,-,,,,-
COC1=C(OC)C(OC)=C2N=C(N3CCN(C(=O)OCC(O)(C)C)CC3)N=C(N)C2=C1,-,-,166,Trimazosin,A165,18484495,-,3,-3.64,log(mol/L),3.64,-log(M),Test 1,,-,,-,,,,-
O=C(N1CCN(CC1)C2=NC=3C(C(=N2)N)=CC(OC)=C(OC)C3)C=4OC=CC4,-,-,128,Prazosin,A165,18484495,-,3,-5.09,log(mol/L),5.09,-log(M),Test 1,,-,,-,,,,-
COC1=CC=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC=C(OC)C(OC)=C2)C=C1OC,-,-,172,Verapamil,A165,18484495,-,3,-4.67,log(mol/L),4.67,-log(M),Test 1,,-,,-,,,,-
COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,-,-,97,metoprolol,A165,18484495,-,3,-1.2,log(mol/L),1.2,-log(M),Test 1,,-,,-,,,,-
S(=O)(=O)(NC1=CC=2C=C(NC2C=C1)C(=O)N3CCN(CC3)C=4N=CC=CC4NC(C)C)C,-,-,49,Delavirdine,A165,18484495,-,3,-4.76,log(mol/L),4.76,-log(M),Test 1,,-,,-,,,,-
CS(=O)(=O)OCCCCOS(C)(=O)=O,-,-,30,Busulfan,A165,18484495,-,3,-2.27,log(mol/L),2.27,-log(M),Test 1,,-,,-,,,,-
CSC1=CC=C2SC3=CC=CC=C3N(CCC4CCCCN4C)C2=C1,-,-,159,Thioridazine,A165,18484495,-,3,-5.82,log(mol/L),5.82,-log(M),Test 1,,-,,-,,,,-
CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-],-,-,16,Azathioprine,A165,18484495,-,3,-3.44,log(mol/L),3.44,-log(M),Test 1,,-,,-,,,,-
N1=C(C=CC=C1)C(C2=CC=C(C=C2)Cl)CCN(C)C,-,-,37,Chlorpheniramine,A165,18484495,-,3,-2.65,log(mol/L),2.65,-log(M),Test 1,,-,,-,,,,-
N1=C(C=CC=C1Cl)C(Cl)(Cl)Cl,-,-,107,nitrapyrin,A165,18484495,-,3,-3.76,log(mol/L),3.76,-log(M),Test 1,,-,,-,,,,-
N1(CC(C2=C(Cl)C=C(Cl)C=C2)OCC3=C(Cl)C=C(Cl)C=C3)C=NC=C1,-,-,98,miconazole,A165,18484495,-,3,-5.79,log(mol/L),5.79,-log(M),Test 1,,-,,-,,,,-
