Compound ID,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,smiles,MolW(Da),NumHAcceptors,NumHDonors,LogP,Lipinski_rule
Styrene,-2.85,1,104.15199999999996,0,1,1,0.0,-2.82,C=Cc1ccccc1,104.15199999999997,0,0,2.3296,1
Dimethoxymethane,0.092,1,76.095,0,0,2,18.46,0.48,COCOC,76.095,2,0,0.23670000000000002,1
o-Xylene ,-3.0039999999999996,1,106.168,0,1,0,0.0,-2.8,Cc1ccccc1C,106.16799999999999,0,0,2.30344,1
Butan-2-ol,-0.616,1,74.12299999999999,1,0,1,20.23,0.47,CCC(C)O,74.12299999999999,1,1,0.7771999999999999,1
"1,4-Benzenediol",-1.59,1,110.11199999999998,2,1,0,40.46,-0.17,Oc1ccc(O)cc1,110.11199999999998,2,2,1.0977999999999999,1
estriol,-3.858,1,288.387,3,4,0,60.69,-4.955,CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O,288.38699999999994,3,3,2.5800000000000005,1
Benzo(b)fluorene,-5.189,2,216.283,0,4,0,0.0,-8.04,c1ccc2c(c1)Cc1cc3ccccc3cc1-2,216.283,0,0,4.411000000000002,1
hydantoin,0.603,1,100.077,2,1,0,58.2,-0.4,O=C1CNC(=O)N1,100.077,2,2,-1.1742,1
4-hexylresorcinol,-3.4930000000000003,1,194.27399999999992,2,1,5,40.46,-2.59,CCCCCCc1ccc(O)cc1O,194.274,2,2,3.2206000000000023,1
allicin,-2.045,1,162.27899999999997,0,0,5,17.07,-0.83,C=CCSS(=O)CC=C,162.27899999999997,2,0,1.7553,1
Coumaphos,-5.04,1,362.7710000000002,0,2,6,57.9,-5.382000000000001,CCOP(=S)(OCC)Oc1ccc2oc(=O)c(Cl)c(C)c2c1,362.77100000000013,6,0,4.4311200000000035,1
"5,6-Dimethylchrysene",-6.265,1,256.348,0,4,0,0.0,-7.01,Cc1c(C)c2c3ccccc3ccc2c2ccccc12,256.348,0,0,5.763040000000004,0
Betamethasone-17-valerate,-5.062,1,476.5850000000002,2,4,6,100.90000000000002,-4.71,CCCCC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,476.58500000000026,6,2,3.6368000000000027,1
uric acid,-0.541,1,168.112,4,2,0,114.36999999999998,-3.93,O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1,168.112,3,4,-1.7672000000000003,1
"2,3,4,6-Tetrachlorophenol",-4.203,1,231.89299999999997,1,1,0,20.23,-3.1,Oc1c(Cl)cc(Cl)c(Cl)c1Cl,231.89299999999997,1,1,4.005799999999999,1
"1,3-Dichlorobenzene",-3.5580000000000003,1,147.004,0,1,0,0.0,-3.04,Clc1cccc(Cl)c1,147.004,0,0,2.993400000000001,1
DDT,-6.638,1,354.491,0,2,2,0.0,-7.15,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,354.491,0,0,6.495500000000002,0
Isobutyl formate,-1.095,1,102.13299999999998,0,0,3,26.3,-1.01,CC(C)COC=O,102.13299999999998,2,0,0.8154,1
thioanisole,-2.87,1,124.208,0,1,1,0.0,-2.39,CSc1ccccc1,124.20799999999996,1,0,2.4085,1
RTI 13,-4.45,1,322.29,1,3,1,58.120000000000005,-4.207,CCN1c2ncccc2C(=O)Nc2c(C(F)(F)F)cc(C)nc21,322.29,4,1,3.5275200000000018,1
Hexane ,-2.615,1,86.178,0,0,3,0.0,-3.84,CCCCCC,86.178,0,0,2.5866000000000007,1
methyl nicotinate,-1.621,1,137.138,0,1,1,39.19,-0.46,COC(=O)c1cccnc1,137.138,3,0,0.8681999999999999,1
Bendroflumethiazide,-3.741,1,421.4220000000001,3,3,3,118.36,-3.59,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,421.4220000000001,5,3,1.6254000000000004,1
"2,3,3',4,4',5-PCB",-7.425,1,360.88200000000006,0,2,1,0.0,-7.82,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,360.88200000000006,0,0,7.274,0
Vinclozolin,-4.377,1,286.11400000000003,0,2,2,46.61,-4.925,C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,286.11400000000003,3,0,3.4213000000000013,1
Cyanazine,-2.49,1,240.698,2,1,4,86.52,-3.15,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,240.698,6,2,1.6708799999999997,1
Triphenylene,-5.568,2,228.294,0,4,0,0.0,-6.726,c1ccc2c(c1)c1ccccc1c1ccccc21,228.29399999999998,0,0,5.146200000000003,0
Dienestrol,-4.775,1,266.34,2,2,3,40.46,-4.95,CC=C(C(=CC)c1ccc(O)cc1)c1ccc(O)cc1,266.34,2,2,4.604600000000004,1
Di(2-ethylhexyl)-phthalate,-7.117000000000001,1,390.5640000000003,0,1,14,52.60000000000001,-6.96,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,390.5640000000003,4,0,6.433000000000007,0
2-Ethyl pyridine,-2.051,1,107.15599999999998,0,1,1,12.89,0.51,CCc1ccccn1,107.15599999999998,1,0,1.644,1
Naled,-3.548,1,380.784,0,0,5,44.760000000000005,-2.28,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,380.784,4,0,3.651200000000001,1
Biphenyl,-4.079,2,154.21199999999996,0,2,1,0.0,-4.345,c1ccc(-c2ccccc2)cc1,154.21199999999996,0,0,3.353600000000001,1
"2,2',4,4',6,6'-PCB",-7.178999999999999,1,360.88200000000006,0,2,1,0.0,-8.71,Clc1cc(Cl)c(-c2c(Cl)cc(Cl)cc2Cl)c(Cl)c1,360.88200000000006,0,0,7.274000000000001,0
Altretamine,-2.492,1,210.285,0,1,3,48.39000000000001,-3.364,CN(C)c1nc(N(C)C)nc(N(C)C)n1,210.285,6,0,0.0696000000000001,1
"2,4-Dimethyl-2-pentanol ",-1.6469999999999998,1,116.20399999999998,1,0,2,20.23,-0.92,CC(C)CC(C)(C)O,116.20399999999998,1,1,1.8034,1
Cycloheptyl-5-spirobarbituric acid,-1.844,1,210.233,2,2,0,75.27,-3.168,O=C1NC(=O)C2(CCCCCC2)C(=O)N1,210.23299999999998,3,2,0.6929999999999998,1
Fructose,0.471,1,180.156,5,1,2,110.38,0.64,OCC1OC(O)(CO)C(O)C1O,180.156,6,5,-3.2197999999999998,1
"3,5-Dimethylphenol",-2.6519999999999997,1,122.16699999999996,1,1,0,20.23,-1.4,Cc1cc(C)cc(O)c1,122.16699999999997,1,1,2.0090399999999997,1
Barban,-4.16,1,258.104,1,1,2,38.33,-4.37,O=C(Nc1cccc(Cl)c1)OCC#CCCl,258.1039999999999,2,1,3.130700000000002,1
p-Chloroacetanilide,-2.642,1,169.611,1,1,1,29.1,-2.843,CC(=O)Nc1ccc(Cl)cc1,169.611,1,1,2.2984,1
"2,2',3,4,5,5',6-PCB",-7.898,1,395.3270000000001,0,2,1,0.0,-8.94,Clc1ccc(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1,395.3270000000001,0,0,7.9274000000000004,0
"2,2-Dimethylbutane",-2.5839999999999996,1,86.17799999999998,0,0,0,0.0,-3.55,CCC(C)(C)C,86.17799999999998,0,0,2.442500000000001,1
N-Methylaniline ,-2.097,1,107.15599999999998,1,1,1,12.03,-1.28,CNc1ccccc1,107.15599999999998,1,1,1.7283,1
"1,4-Pentadiene ",-1.758,1,68.119,0,0,2,0.0,-2.09,C=CCC=C,68.119,0,0,1.7485,1
Hydrocortisone 21-acetate,-3.692,1,404.5030000000002,2,4,3,100.90000000000002,-4.88,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,404.5030000000002,6,2,2.3524000000000003,1
DNOC,-2.818,1,198.134,1,1,2,106.51000000000002,-1.456,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,198.134,5,1,1.5170199999999998,1
Lorazepam,-3.75,1,321.163,2,3,1,61.690000000000005,-3.604,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,321.163,3,2,3.1013000000000015,1
3-Chlorophenol,-2.761,1,128.558,1,1,0,20.23,-0.7,Oc1cccc(Cl)c1,128.558,1,1,2.0456,1
m-Chlorobromobenzene,-3.928,1,191.455,0,1,0,0.0,-3.21,Clc1cccc(Br)c1,191.45499999999998,0,0,3.102500000000001,1
chlorothiazide,-1.7519999999999998,1,295.72900000000004,2,2,1,118.69,-3.05,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,295.72900000000004,5,2,-0.0608999999999999,1
5-Methyl-5-ethylbarbituric acid,-0.911,1,170.16799999999998,2,1,1,75.27000000000001,-1.228,CCC1(C)C(=O)NC(=O)NC1=O,170.16799999999998,3,2,-0.23129999999999995,1
2-Phenoxyethanol,-1.761,1,138.16599999999997,1,1,3,29.46,-0.7,OCCOc1ccccc1,138.16599999999997,2,1,1.0576999999999999,1
Diphenylmethane,-4.09,2,168.239,0,2,2,0.0,-4.08,c1ccc(Cc2ccccc2)cc1,168.239,0,0,3.277400000000002,1
3-Octanol,-2.033,1,130.23099999999997,1,0,5,20.23,-1.98,CCCCCC(O)CC,130.23099999999997,1,1,2.3376,1
Flumetralin,-6.584,1,421.7340000000001,0,2,6,89.51999999999998,-6.78,CCN(Cc1c(F)cccc1Cl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],421.7340000000001,5,0,5.340800000000003,0
Propazine,-3.3289999999999997,1,229.71500000000003,2,1,4,62.73,-4.43,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,229.71500000000003,5,2,2.1655999999999995,1
2-Methylpentanol,-1.381,1,102.177,1,0,3,20.23,-1.11,CCCC(C)CO,102.17699999999999,1,1,1.4149,1
2-Methyl-2-hexanol,-1.663,1,116.20399999999998,1,0,3,20.23,-1.08,CCCCC(C)(C)O,116.20399999999998,1,1,1.9475000000000002,1
Ethylbenzene,-2.988,1,106.16799999999996,0,1,1,0.0,-2.77,CCc1ccccc1,106.16799999999996,0,0,2.2490000000000006,1
5-(3-Methyl-2-butenyl)-5-ethylbarbital,-2.126,1,224.25999999999996,2,1,3,75.27000000000001,-2.253,CCC1(CC=C(C)C)C(=O)NC(=O)NC1=O,224.26,3,2,1.1050999999999997,1
Heptachlor,-5.26,1,373.3209999999999,0,3,0,0.0,-6.317,ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,373.321,0,0,5.241500000000001,0
butallylonal,-2.766,1,303.156,2,1,4,75.27000000000001,-2.647,C=C(Br)CC1(C(C)CC)C(=O)NC(=O)NC1=O,303.156,3,2,1.6835999999999995,1
Fenpropathrin,-6.15,1,349.43000000000006,0,3,5,59.32000000000001,-6.025,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,349.43000000000006,4,0,5.268980000000004,0
Methoprene,-4.795,1,310.47800000000007,0,0,10,35.53,-5.19,COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,310.47800000000007,3,0,5.062000000000006,0
Ethyl propionate,-1.1909999999999998,1,102.133,0,0,2,26.3,-0.66,CCOC(=O)CC,102.133,2,0,0.9595,1
Prometryn,-3.693,1,241.364,2,1,5,62.73,-4.1,CSc1nc(NC(C)C)nc(NC(C)C)n1,241.364,6,2,2.2340999999999998,1
Buturon,-3.199,1,236.702,1,1,2,32.34,-3.9,C#CC(C)N(C)C(=O)Nc1ccc(Cl)cc1,236.70200000000003,1,1,2.825400000000001,1
"2,3-Dimethylnaphthalene",-4.1160000000000005,1,156.22799999999998,0,2,0,0.0,-4.72,Cc1cc2ccccc2cc1C,156.22799999999998,0,0,3.456640000000002,1
"2,4',5-PCB",-5.7620000000000005,1,257.547,0,2,1,0.0,-6.25,Clc1ccc(-c2cc(Cl)ccc2Cl)cc1,257.54699999999997,0,0,5.313800000000001,0
"2,3',4,4',5-PCB",-7.343,1,360.88200000000006,0,2,1,0.0,-7.39,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,360.88200000000006,0,0,7.274,0
2-cyanoguanidine,0.361,1,84.082,2,0,0,88.19,-0.31,N#CN=C(N)N,84.08200000000002,2,2,-1.2591200000000002,1
Chloropicrin,-1.866,1,164.375,0,0,0,43.14,-2.0,O=[N+]([O-])C(Cl)(Cl)Cl,164.37500000000003,2,0,1.5908,1
"2,6-PCB",-4.984,1,223.102,0,2,1,0.0,-5.21,Clc1cccc(Cl)c1-c1ccccc1,223.102,0,0,4.660400000000003,1
p-Methoxybenzaldehyde,-2.252,1,136.14999999999998,0,1,2,26.3,-1.49,COc1ccc(C=O)cc1,136.14999999999998,2,0,1.5076999999999998,1
4-Nitroacetanilide,-2.219,1,180.163,1,1,2,72.24000000000001,-2.6919999999999997,CC(=O)Nc1ccc([N+](=O)[O-])cc1,180.16299999999998,3,1,1.5532,1
Ethyl heptanoate,-2.608,1,158.241,0,0,6,26.3,-2.74,CCCCCCC(=O)OCC,158.24099999999999,2,0,2.5199000000000007,1
p-Hydroxyacetanilide,-1.495,1,151.165,2,1,1,49.33,-1.03,CC(=O)Nc1ccc(O)cc1,151.165,2,2,1.3505999999999998,1
indazole,-2.34,2,118.13899999999998,1,2,0,28.68,-2.16,c1ccc2[nH]ncc2c1,118.13899999999998,1,1,1.5629,1
triamcinolone acetonide,-3.928,1,434.50400000000025,2,5,2,93.06000000000002,-4.31,CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,434.50400000000025,6,2,2.4188000000000005,1
guanine,-0.67,1,151.129,3,2,0,100.45,-3.583,Nc1nc2[nH]cnc2c(=O)[nH]1,151.129,4,3,-0.7716000000000003,1
Methyl acetate,-0.416,1,74.07900000000001,0,0,0,26.3,0.46,COC(C)=O,74.079,2,0,0.17930000000000001,1
Stanolone,-3.882,1,290.44699999999995,1,4,0,37.3,-4.743,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,290.44699999999995,2,1,3.9591000000000034,1
1-Hexene-3-ol,-1.199,1,100.161,1,0,3,20.23,-0.59,C=CC(O)CCC,100.161,1,1,1.3334,1
norbormide,-4.238,1,511.5810000000002,2,7,5,92.18,-3.931,O=C1NC(=O)C2C3C(C(O)(c4ccccc4)c4ccccn4)=CC(C3=C(c3ccccc3)c3ccccn3)C12,511.5810000000002,5,2,4.289400000000003,0
Dibutyl ether ,-2.135,1,130.231,0,0,6,9.23,-1.85,CCCCOCCCC,130.231,1,0,2.603200000000001,1
1-Dodecanol,-3.523,1,186.33899999999997,1,0,10,20.23,-4.8,CCCCCCCCCCCCO,186.33899999999997,1,1,3.8996000000000035,1
RTI 6,-3.335,1,313.36100000000005,2,3,4,81.59000000000002,-3.36,CCN1c2nc(N(C)CCO)ccc2NC(=O)c2cccnc21,313.36100000000005,6,2,1.6287999999999996,1
2-Methyl-2-pentanol,-1.308,1,102.17699999999998,1,0,2,20.23,-0.49,CCCC(C)(C)O,102.17699999999998,1,1,1.5574,1
Flucytosine,-0.132,1,129.09399999999997,2,1,0,71.77,-0.972,Nc1nc(=O)[nH]cc1F,129.09399999999997,3,2,-0.5088000000000001,1
stadacaine,-5.127999999999999,1,293.40700000000004,0,1,9,38.77,-3.84,CCCCOc1ccc(C(=O)OCC)c(N(CC)CC)c1,293.407,4,0,3.8884000000000034,1
2-Methyl-2-heptanol,-2.017,1,130.231,1,0,4,20.23,-1.72,CCCCCC(C)(C)O,130.231,1,1,2.3376000000000006,1
Hexamethylbenzene,-4.361000000000001,1,162.27599999999998,0,1,0,0.0,-5.23,Cc1c(C)c(C)c(C)c(C)c1C,162.27599999999998,0,0,3.5371200000000025,1
Thymol,-3.1289999999999996,1,150.22099999999998,1,1,1,20.23,-2.22,Cc1ccc(C(C)C)c(O)c1,150.221,1,1,2.824020000000001,1
Pteridine,-0.906,2,132.12599999999998,0,2,0,51.56,0.02,c1cnc2ncncc2n1,132.12599999999998,4,0,0.41979999999999984,1
Parathion,-3.949,1,291.26500000000004,0,1,7,70.83000000000001,-4.66,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,291.265,6,0,3.2711000000000023,1
Methane,-0.636,0,16.043,0,0,0,0.0,-0.9,C,16.043,0,0,0.6361,1
indoline,-2.195,2,119.167,1,2,0,12.03,-1.04,c1ccc2c(c1)CCN2,119.16699999999999,1,1,1.6545999999999996,1
1-Nitronapthalene,-3.4139999999999997,1,173.171,0,2,1,43.14,-3.54,O=[N+]([O-])c1cccc2ccccc12,173.171,2,0,2.748000000000001,1
3-Methyl-2-pentanone,-1.266,1,100.161,0,0,2,17.07,-0.67,CCC(C)C(C)=O,100.16099999999999,1,0,1.6215,1
isoguanine,-1.74,1,151.129,3,2,0,100.71,-3.401,Nc1nc(O)nc2nc[nH]c12,151.129,5,3,-0.3593,1
bromadiolone,-7.877000000000001,1,527.4140000000002,2,5,6,70.67,-4.445,O=c1oc2ccccc2c(O)c1C(CC(O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccccc1,527.4140000000001,4,2,7.183700000000007,0
Nitromethane,-0.042,1,61.040000000000006,0,0,0,43.14,0.26,C[N+](=O)[O-],61.040000000000006,2,0,-0.10710000000000008,1
Triallate,-4.578,1,304.66999999999996,0,0,4,20.31,-4.88,CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,304.6700000000001,2,0,4.843900000000003,1
"1,5-Hexadiene ",-2.112,1,82.14599999999999,0,0,3,0.0,-2.68,C=CCCC=C,82.14599999999999,0,0,2.1386000000000003,1
Indole,-2.654,2,117.15099999999995,1,2,0,15.79,-1.52,c1ccc2[nH]ccc2c1,117.15099999999997,0,1,2.1678999999999995,1
Androstenedione,-3.393,1,286.415,0,4,0,34.14,-3.69,CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,286.415,2,0,4.087400000000003,1
1-Hexene,-2.364,1,84.16199999999999,0,0,3,0.0,-3.23,C=CCCCC,84.16199999999999,0,0,2.3626000000000005,1
Xipamide,-3.642,1,354.8150000000001,3,2,3,109.48999999999998,-3.79,Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O,354.81500000000005,4,3,2.5621400000000008,1
Ethylcyclohexane,-3.245,1,112.216,0,1,1,0.0,-4.25,CCC1CCCCC1,112.21600000000001,0,0,2.976700000000002,1
2-Nonanone,-2.263,1,142.242,0,0,6,17.07,-2.58,CCCCCCCC(C)=O,142.242,1,0,2.935900000000002,1
Mebendazole,-4.118,1,295.298,2,3,3,84.07999999999998,-3.88,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,295.298,4,2,2.972200000000001,1
Chloropham,-3.5439999999999996,1,213.664,1,1,2,38.33,-3.38,CC(C)OC(=O)Nc1cccc(Cl)c1,213.66400000000002,2,1,3.2969000000000017,1
RTI 12,-3.446,1,288.73800000000006,0,3,1,49.330000000000005,-4.114,CCN1c2ncccc2C(=O)N(C)c2ccc(Cl)nc21,288.738,4,0,2.878000000000001,1
Carbaryl,-3.0869999999999997,1,201.225,1,2,1,38.33,-3.224,CNC(=O)Oc1cccc2ccccc12,201.225,2,1,2.5580000000000007,1
Ethyne,-0.252,1,26.037999999999997,0,0,0,0.0,0.29,C#C,26.037999999999997,0,0,0.24939999999999998,1
"3,5-Dimethylpyridine",-2.0980000000000003,1,107.15599999999998,0,1,0,12.89,0.38,Cc1cncc(C)c1,107.15599999999998,1,0,1.69844,1
"1,4-Cyclohexadiene",-1.842,2,80.12999999999998,0,1,0,0.0,-2.06,C1=CCC=CC1,80.13,0,0,1.8926,1
Mecarbam,-3.738,1,329.3800000000001,0,0,8,65.07000000000001,-2.518,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,329.3800000000001,7,0,2.6320000000000006,1
1-Phenylethanol,-1.919,1,122.16699999999996,1,1,1,20.23,-0.92,CC(O)c1ccccc1,122.16699999999996,1,1,1.7399,1
"1,2-Dichloropropane",-1.794,1,112.987,0,0,1,0.0,-1.6,CC(Cl)CCl,112.98700000000001,0,0,1.8525,1
2-Ethyl-2-hexanal,-2.081,1,126.19899999999998,0,0,4,17.07,-2.46,CCCC=C(C=O)CC,126.19899999999998,1,0,2.3218000000000005,1
Disulfoton,-3.975,1,274.413,0,0,9,18.46,-4.23,CCOP(=S)(OCC)SCCSCC,274.413,5,0,3.7702000000000027,1
methyltestosterone acetate,-4.863,1,344.4950000000001,0,4,1,43.370000000000005,-5.284,CC(=O)OC1(C)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,344.4950000000001,3,0,4.840100000000005,1
"2,4,6-PCB",-5.604,1,257.547,0,2,1,0.0,-6.14,Clc1ccc(-c2c(Cl)cccc2Cl)cc1,257.547,0,0,5.313800000000002,0
difluron,-4.692,1,310.687,2,2,2,58.2,-6.02,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1,310.687,2,2,3.5801000000000016,1
Triclosan,-5.645,1,289.54499999999996,1,2,2,29.46,-4.46,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,289.54499999999996,2,1,5.144700000000002,0
diisooctyl phthalate,-7.117000000000001,1,390.5640000000002,0,1,14,52.60000000000001,-6.6370000000000005,CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C,390.5640000000003,4,0,6.433000000000007,0
Corticosterone,-3.4539999999999997,1,346.46700000000016,2,4,2,74.6,-3.24,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12,346.46700000000016,4,2,2.6667000000000005,1
"1,3,5-Trimethylbenzene ",-3.375,1,120.19499999999998,0,1,0,0.0,-3.4,Cc1cc(C)cc(C)c1,120.19499999999998,0,0,2.611860000000001,1
dioctyl phthalate,-7.148,1,390.5640000000003,0,1,16,52.60000000000001,-5.115,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,390.56400000000036,4,0,6.721200000000008,0
1-Pentadecanol,-4.586,1,228.41999999999993,1,0,13,20.23,-6.35,CCCCCCCCCCCCCCCO,228.41999999999993,1,1,5.069900000000006,0
"2,2',6,6'-PCB",-5.915,1,291.99199999999996,0,2,1,0.0,-7.39,Clc1cccc(Cl)c1-c1c(Cl)cccc1Cl,291.99199999999996,0,0,5.967200000000002,0
"5,5-Dimethylbarbituric acid",-0.556,1,156.141,2,1,0,75.27000000000001,-1.742,CC1(C)C(=O)NC(=O)NC1=O,156.141,3,2,-0.6214000000000002,1
2-Iodopropane,-2.486,1,169.993,0,0,0,0.0,-2.09,CC(C)I,169.993,0,0,1.8298,1
"1,2-Dinitrobenzene",-2.281,1,168.10799999999995,0,1,2,86.28,-3.1,O=[N+]([O-])c1ccccc1[N+](=O)[O-],168.10799999999995,4,0,1.503,1
3-Methyl-2-butanone,-0.912,1,86.13399999999999,0,0,1,17.07,-0.12,CC(=O)C(C)C,86.134,1,0,1.2314,1
Hexadecane,-6.159,1,226.44799999999992,0,0,13,0.0,-8.4,CCCCCCCCCCCCCCCC,226.44799999999992,0,0,6.487600000000007,0
"1,8-Cineole",-2.5789999999999997,1,154.253,0,3,0,9.23,-1.74,CC12CCC(CC1)C(C)(C)O2,154.253,1,0,2.7441000000000013,1
Tricyclazole,-2.8680000000000003,1,189.243,0,3,0,30.19,-2.07,Cc1cccc2sc3nncn3c12,189.24300000000002,4,0,2.25242,1
2-Octanone,-1.909,1,128.21499999999995,0,0,5,17.07,-2.05,CCCCCCC(C)=O,128.215,1,0,2.5458000000000007,1
Methyl nonanoate,-2.9619999999999997,1,172.268,0,0,7,26.3,-3.38,CCCCCCCCC(=O)OC,172.268,2,0,2.910000000000001,1
"1,4-Difluorobenzene",-2.636,1,114.094,0,1,0,0.0,-1.97,Fc1ccc(F)cc1,114.094,0,0,1.9647999999999999,1
Thalidomide,-1.944,1,258.233,1,3,1,83.55000000000001,-2.676,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,258.23299999999995,4,1,0.08779999999999993,1
Trifluralin,-5.205,1,335.28200000000004,0,1,7,89.51999999999998,-5.68,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],335.28200000000004,5,0,4.148200000000004,1
Ethanol,0.02,1,46.069,1,0,0,20.23,1.1,CCO,46.069,1,1,-0.0014000000000000123,1
Cyclopentyl-5-spirobarbituric acid,-0.966,1,182.179,2,2,0,75.27,-2.349,O=C1NC(=O)C2(CCCC2)C(=O)N1,182.179,3,2,-0.08720000000000011,1
Carbetamide,-2.29,1,236.271,2,1,4,67.42999999999999,-1.83,CCNC(=O)C(C)OC(=O)Nc1ccccc1,236.27100000000002,3,2,1.7596999999999998,1
phenothrin,-6.763,1,350.4580000000001,0,3,6,35.53,-5.24,CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,350.4580000000001,3,0,5.760500000000005,0
Cycluron,-2.6289999999999996,1,198.30999999999992,1,1,1,32.34,-2.218,CN(C)C(=O)NC1CCCCCCC1,198.30999999999992,1,1,2.3705,1
Mirex,-6.155,1,545.5460000000002,0,6,0,0.0,-6.8,ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,545.5460000000003,0,0,6.222999999999999,0
1-Bromooctane,-3.721,1,193.128,0,0,6,0.0,-5.06,CCCCCCCCBr,193.128,0,0,3.741800000000003,1
Benomyl,-2.9019999999999997,1,290.323,2,2,4,85.25,-4.883,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,290.323,5,2,2.572400000000001,1
aminopyrine,-2.129,1,231.299,0,2,2,30.17,-0.364,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,231.29900000000004,4,0,1.55042,1
3-Pentanol,-0.97,1,88.15,1,0,2,20.23,-0.24,CCC(O)CC,88.15,1,1,1.1673,1
p-Nitrotoluene,-2.64,1,137.138,0,1,1,43.14,-2.49,Cc1ccc([N+](=O)[O-])cc1,137.138,2,0,1.90322,1
4-Methylpentanol,-1.381,1,102.177,1,0,3,20.23,-1.14,CC(C)CCCO,102.17699999999999,1,1,1.4149,1
Norethisterone,-2.6689999999999996,1,314.42500000000007,2,4,0,57.53,-4.57,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(O)C3CCC21C,314.42500000000007,3,2,2.607400000000001,1
bromopropylate,-5.832999999999999,1,428.12000000000006,1,2,4,46.53,-4.93,CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c1ccc(Br)cc1,428.12000000000006,3,1,4.3991000000000025,1
Pyrazon,-2.603,1,221.647,1,2,1,60.91,-2.878,Nc1cnn(-c2ccccc2)c(=O)c1Cl,221.647,4,1,1.4681,1
2-Methylbutan-2-ol,-0.954,1,88.14999999999998,1,0,1,20.23,0.15,CCC(C)(C)O,88.14999999999998,1,1,1.1673,1
p-Cresol,-2.313,1,108.14,1,1,0,20.23,-0.73,Cc1ccc(O)cc1,108.13999999999999,1,1,1.7006199999999998,1
Ethyl formate,-0.402,1,74.07900000000001,0,0,2,26.3,0.15,CCOC=O,74.07900000000001,2,0,0.17930000000000001,1
"N,N-Dimethylaniline",-2.542,1,121.18299999999996,0,1,1,3.24,-1.92,CN(C)c1ccccc1,121.18299999999995,1,0,1.7526,1
Decalin,-3.715,2,138.254,0,2,0,0.0,-5.19,C1CCC2CCCCC2C1,138.254,0,0,3.3668000000000022,1
